,codigo_establecimiento,codigo_ss,nombre_ss,nombre_establecimiento,nombre_comuna
1087,129407.0,29.0,Servicio de Salud Araucanía Norte,Posta de Salud Rural San Ramón de Los Sauces,Los Sauces
1088,120444.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Callaqui,Alto Biobío
1089,129400.0,29.0,Servicio de Salud Araucanía Norte,Posta de Salud Rural Vegas Blancas,Angol
1090,120441.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Pitril,Alto Biobío
1091,129301.0,29.0,Servicio de Salud Araucanía Norte,Centro de Salud Familiar Huequén,Angol
1092,200174.0,29.0,Servicio de Salud Araucanía Norte,SAPU Huequén,Angol
1093,128415.0,28.0,Servicio de Salud Arauco,Posta de Salud Rural Cayucupil,Cañete
1094,200512.0,9.0,SEREMI De La Araucanía,Centro de Diagnóstico e Imágenes del Sur - CEDISUR SpA,Angol
1095,129303.0,29.0,Servicio de Salud Araucanía Norte,Centro de Salud Familiar Alemania de Angol,Angol
1096,128446.0,28.0,Servicio de Salud Arauco,Posta de Salud Rural Pangueco (Cañete),Cañete
1097,128408.0,28.0,Servicio de Salud Arauco,Posta de Salud Rural Pangue,Los Álamos
1098,129803.0,29.0,Servicio de Salud Araucanía Norte,SAR Alemania,Angol
1099,120470.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Alhuelemu,Mulchén
1100,128217.0,8.0,SEREMI Del Biobío,Laboratorio Clínico Bio-Test,Cañete
1101,128611.0,28.0,Servicio de Salud Arauco,COSAM Cañete,Cañete
1102,200412.0,9.0,SEREMI De La Araucanía,Laboratorio Clínico Cordillera - Sala Externa de Toma de Muestras,Angol
1103,129012.0,29.0,Servicio de Salud Araucanía Norte,Clínica Dental Móvil Triple. Pat. BBTD27 (Angol),Angol
1104,129013.0,29.0,Servicio de Salud Araucanía Norte,Clínica Dental Móvil Triple. Pat. BBTD28 (Angol),Angol
1105,129010.0,29.0,Servicio de Salud Araucanía Norte,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Araucanía Norte),Angol
1106,120438.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Piñiquihue,Quilaco
1107,129238.0,9.0,SEREMI De La Araucanía,Consultorio Prefectura de Carabineros de Chile Malleco,Angol
1108,129703.0,29.0,Servicio de Salud Araucanía Norte,Centro Comunitario de Salud Familiar El Retiro,Angol
1109,200062.0,9.0,SEREMI De La Araucanía,Centro de Diálisis Angol Dial Ltda.,Angol
1110,129235.0,9.0,SEREMI De La Araucanía,Laboratorio Biomec,Angol
1111,200061.0,9.0,SEREMI De La Araucanía,Centro de Diálisis Bayo Dial,Angol
1112,129304.0,29.0,Servicio de Salud Araucanía Norte,Centro de Salud Familiar Piedra del Águila,Angol
1113,129411.0,29.0,Servicio de Salud Araucanía Norte,Posta de Salud Rural Mininco,Collipulli
1114,129100.0,29.0,Servicio de Salud Araucanía Norte,Hospital Dr. Mauricio Heyermann (Angol),Angol
1115,129236.0,9.0,SEREMI De La Araucanía,Laboratorio Clínico Angol,Angol
1116,129234.0,9.0,SEREMI De La Araucanía,Centro de Salud Gendarmería de Chile Angol,Angol
1117,129233.0,9.0,SEREMI De La Araucanía,Clínica de la Asociación Chilena de Seguridad AChS Angol,Angol
1118,129030.0,29.0,Servicio de Salud Araucanía Norte,Unidad de Salud Funcionarior  UST S.S Araucanía Norte,Angol
1119,129011.0,29.0,Servicio de Salud Araucanía Norte,PRAIS (S.S Araucanía Norte),Angol
1120,200684.0,,No Aplica,Servicio Médico Legal Angol,Angol
1121,200049.0,8.0,SEREMI Del Biobío,Policlínico Asociación Chilena de Seguridad AChS Cañete,Cañete
1122,128111.0,28.0,Servicio de Salud Arauco,Hospital Intercultural Kallvu Llanka (Cañete),Cañete
1123,120465.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Mañihual,Mulchén
1124,120432.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Loncopangue,Quilaco
1125,128445.0,28.0,Servicio de Salud Arauco,Posta de Salud Rural Ranquilco,Los Álamos
1126,120418.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Santa Adriana,Mulchén
1127,120471.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Butalelbum,Alto Biobío
1128,128423.0,28.0,Servicio de Salud Arauco,Posta de Salud Rural Llenquehue,Cañete
1129,129409.0,29.0,Servicio de Salud Araucanía Norte,Posta de Salud Rural Tijeral,Renaico
1130,200413.0,20.0,Servicio de Salud Biobío,Centro Comunitario de Salud Familiar Villa La Granja,Mulchén
1131,120102.0,20.0,Servicio de Salud Biobío,Hospital de Mulchén,Mulchén
1132,200812.0,8.0,SEREMI Del Biobío,Centro de Diálisis Los Ángeles Sucursal Mulchén,Mulchén
1133,120464.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Cauñicú,Alto Biobío
1134,120431.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Rucalhue,Quilaco
1135,120449.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Malla Malla,Alto Biobío
1136,120702.0,20.0,Servicio de Salud Biobío,Centro Comunitario de Salud Familiar Mulchén,Mulchén
1137,120445.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Trapa Trapa,Alto Biobío
1138,120316.0,20.0,Servicio de Salud Biobío,Consultorio  Quilaco,Quilaco
1139,200981.0,20.0,Servicio de Salud Biobío,SUR Quilaco,Quilaco
1140,120434.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Campamento,Quilaco
1141,129300.0,29.0,Servicio de Salud Araucanía Norte,Centro de Salud Familiar Renaico,Renaico
1142,128406.0,28.0,Servicio de Salud Arauco,Posta de Salud Rural Pehuén,Lebu
1143,128417.0,28.0,Servicio de Salud Arauco,Posta de Salud Rural Antihuala,Los Álamos
1144,200259.0,20.0,Servicio de Salud Biobío,Centro Comunitario de Salud Familiar Santa Bárbara,Santa Bárbara
1145,120013.0,20.0,Servicio de Salud Biobío,Clínica Dental Móvil Triple. Pat. NW6995 (Santa Bárbara),Santa Bárbara
1146,120106.0,20.0,Servicio de Salud Biobío,Hospital Comunitario de Santa Bárbara,Santa Bárbara
1147,120469.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Los Junquillos,Santa Bárbara
1148,128443.0,28.0,Servicio de Salud Arauco,Posta de Salud Rural Santa Rosa (Lebu),Lebu
1149,120447.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Los Boldos,Santa Bárbara
1150,120443.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural El Huachi,Santa Bárbara
1151,120466.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Rapelco,Mulchén
1152,129401.0,29.0,Servicio de Salud Araucanía Norte,Posta de Salud Rural Coyanco,Angol
1153,128407.0,28.0,Servicio de Salud Arauco,Posta de Salud Rural Tres Pinos,Los Álamos
1154,120429.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Rihue,Negrete
1155,128328.0,28.0,Servicio de Salud Arauco,Centro de Salud Familiar Los Álamos,Los Álamos
1156,200173.0,28.0,Servicio de Salud Arauco,SAR Los Álamos,Los Álamos
1157,128728.0,28.0,Servicio de Salud Arauco,Centro Comunitario de Salud Familiar Los Álamos,Los Álamos
1158,128110.0,28.0,Servicio de Salud Arauco,Hospital de Lebu,Lebu
1159,128610.0,28.0,Servicio de Salud Arauco,COSAM Lebu,Lebu
1160,128012.0,28.0,Servicio de Salud Arauco,Clínica Dental Móvil Triple. Pat. VP5666 (Lebu),Lebu
1161,128013.0,28.0,Servicio de Salud Arauco,Clínica Dental Móvil Simple. Pat. VP5664 (Lebu),Lebu
1162,128014.0,28.0,Servicio de Salud Arauco,Clínica Dental Móvil Simple. Pat. DDKB17 (Lebu),Lebu
1163,128030.0,28.0,Servicio de Salud Arauco,Unidad de Salud Funcionario  S.S Arauco,Lebu
1164,128010.0,28.0,Servicio de Salud Arauco,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Arauco),Lebu
1165,128011.0,28.0,Servicio de Salud Arauco,PRAIS (S.S Arauco),Lebu
1166,128311.0,28.0,Servicio de Salud Arauco,Centro de Salud Familiar Lebu Norte,Lebu
1167,120408.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural San Carlos,Los Ángeles
1168,120307.0,20.0,Servicio de Salud Biobío,Centro de Salud Familiar Yanequén,Negrete
1169,200976.0,20.0,Servicio de Salud Biobío,SUR Negrete,Negrete
1170,120417.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Tierras Libres,Mulchén
1171,120405.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Llano Blanco,Los Ángeles
1172,120442.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Villucura,Santa Bárbara
1173,120425.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Coigue,Negrete
1174,120409.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Mesamávida (Los Ángeles),Los Ángeles
1175,120424.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Choroico (Nacimiento),Nacimiento
1176,120472.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural El Castillo,Santa Bárbara
1177,120462.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Río Pardo,Quilleco
1178,120103.0,20.0,Servicio de Salud Biobío,Hospital Comunitario y Familiar de Nacimiento,Nacimiento
1179,120207.0,8.0,SEREMI Del Biobío,Policlínico AChS Subregional Nacimiento,Nacimiento
1180,120704.0,20.0,Servicio de Salud Biobío,Centro Comunitario de Salud Familiar Lautaro,Nacimiento
1181,120703.0,20.0,Servicio de Salud Biobío,Centro Comunitario de Salud Familiar Julio Hemmelmann,Nacimiento
1182,200495.0,20.0,Servicio de Salud Biobío,SAR Entre Ríos,Los Ángeles
1183,200312.0,20.0,Servicio de Salud Biobío,Centro de Salud Familiar Entre Ríos,Los Ángeles
1184,120711.0,20.0,Servicio de Salud Biobío,Centro Comunitario de Salud Familiar Villa Los Ríos,Los Ángeles
1185,120780.0,20.0,Servicio de Salud Biobío,Centro Comunitario de Salud Familiar Los Carrera,Los Ángeles
1186,120463.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Cañicura,Quilleco
1187,120427.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Carrizal,Nacimiento
1188,120311.0,20.0,Servicio de Salud Biobío,Centro de Salud Familiar Paillihue,Los Ángeles
1189,120811.0,20.0,Servicio de Salud Biobío,SAPU Paillihue,Los Ángeles
1190,120407.0,20.0,Servicio de Salud Biobío,Centro Comunitario de Salud Familiar El Peral,Los Ángeles
1191,200680.0,,No Aplica,Servicio Médico Legal Los Ángeles,Los Ángeles
1192,128327.0,28.0,Servicio de Salud Arauco,Centro de Salud Familiar Eleuterio Ramírez,Curanilahue
1193,200172.0,28.0,Servicio de Salud Arauco,SAPU Eleuterio Ramírez,Curanilahue
1194,120205.0,8.0,SEREMI Del Biobío,Clínica Adventista,Los Ángeles
1195,200177.0,20.0,Servicio de Salud Biobío,SAPU 2 Septiembre,Los Ángeles
1196,120309.0,20.0,Servicio de Salud Biobío,Centro de Salud Familiar 2 Septiembre,Los Ángeles
1197,120030.0,20.0,Servicio de Salud Biobío,Unidad de Salud Funcionario S.S Bíobío,Los Ángeles
1198,120011.0,20.0,Servicio de Salud Biobío,PRAIS (S.S Bíobío),Los Ángeles
1199,128200.0,8.0,SEREMI Del Biobío,Laboratorio Clínico San Pedro,Curanilahue
1200,120010.0,20.0,Servicio de Salud Biobío,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Bíobío),Los Ángeles
1201,200801.0,8.0,SEREMI Del Biobío,Diálisis Nueva Vida S.p.A.,Los Ángeles
1202,128609.0,28.0,Servicio de Salud Arauco,COSAM Curanilahue,Curanilahue
1203,128109.0,28.0,Servicio de Salud Arauco,Hospital Provincial Dr. Rafael Avaría (Curanilahue),Curanilahue
1204,120101.0,20.0,Servicio de Salud Biobío,Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles),Los Ángeles
1205,120202.0,8.0,SEREMI Del Biobío,Policlínico AChS Los ángeles,Los Ángeles
1206,120225.0,8.0,SEREMI Del Biobío,Vacunatorio Buena Salud,Los Ángeles
1207,120221.0,8.0,SEREMI Del Biobío,MegaSalud S.A. Centro Médico y Dental Los Ángeles,Los Ángeles
1208,120222.0,8.0,SEREMI Del Biobío,Laboratorio Clínico Central Kojchen y Compañía Limitada,Los Ángeles
1209,120306.0,20.0,Servicio de Salud Biobío,Centro de Salud Familiar Quilleco,Quilleco
1210,200975.0,20.0,Servicio de Salud Biobío,SUR Quilleco,Quilleco
1211,120781.0,20.0,Servicio de Salud Biobío,Centro Comunitario de Salud Familiar Las Azaleas,Los Ángeles
1212,201395.0,10.0,SEREMI De Los Lagos,Centro Odontológico Uno Salud  Dental Puerto Montt 3,Puerto Montt
1213,120710.0,20.0,Servicio de Salud Biobío,Centro Comunitario de Salud Familiar Los Pioneros,Los Ángeles
1214,120315.0,20.0,Servicio de Salud Biobío,Centro de Salud Familiar Nuevo Horizonte,Los Ángeles
1215,120223.0,8.0,SEREMI Del Biobío,Laboratorio Clínico Cordillera,Los Ángeles
1216,200179.0,20.0,Servicio de Salud Biobío,SAPU Nuevo Horizonte,Los Ángeles
1217,120208.0,8.0,SEREMI Del Biobío,Clínica Los Andes,Los Ángeles
1218,200794.0,8.0,SEREMI Del Biobío,Centro de Dialisis Los Angeles ,Los Ángeles
1219,120468.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Virquenco,Los Ángeles
1220,120302.0,20.0,Servicio de Salud Biobío,Centro de Salud Familiar Santa Fe,Los Ángeles
1221,200972.0,20.0,Servicio de Salud Biobío,SUR Santa Fe,Los Ángeles
1222,200220.0,8.0,SEREMI Del Biobío,Policlínico ACHS Curanilahue,Curanilahue
1223,120815.0,20.0,Servicio de Salud Biobío,SAR Norte,Los Ángeles
1224,120310.0,20.0,Servicio de Salud Biobío,Centro de Salud Familiar Norte de Los Ángeles,Los Ángeles
1225,120213.0,8.0,SEREMI Del Biobío,Hospital Mutual de Seguridad CChC Los Ángeles,Los Ángeles
1226,120701.0,20.0,Servicio de Salud Biobío,Centro Comunitario de Salud Familiar Galvarino,Los Ángeles
1227,120301.0,20.0,Servicio de Salud Biobío,Centro de Salud Familiar Nororiente de Los Ángeles,Los Ángeles
1228,200178.0,20.0,Servicio de Salud Biobío,SAPU Nororiente,Los Ángeles
1229,120422.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Dollinco (Nacimiento),Nacimiento
1230,120467.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Chacayal Sur,Los Ángeles
1231,120435.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Tinajón,Quilleco
1232,120402.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Chacayal Norte,Los Ángeles
1233,128409.0,28.0,Servicio de Salud Arauco,Posta de Salud Rural Quiapo,Arauco
1234,120428.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural San Roque,Nacimiento
1235,120413.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Los Robles (Los Ángeles),Los Ángeles
1236,120423.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Culenco,Nacimiento
1237,120314.0,20.0,Servicio de Salud Biobío,Centro de Salud Familiar Canteras Villa Mercedes,Quilleco
1238,200980.0,20.0,Servicio de Salud Biobío,SUR Canteras Villa Mercedes,Quilleco
1239,120401.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Millantú,Los Ángeles
1240,118432.0,18.0,Servicio de Salud Concepción,Posta de Salud Rural La Generala,Santa Juana
1241,120410.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural San Gerardo,Los Ángeles
1242,120426.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Millapoa,Nacimiento
1243,128442.0,28.0,Servicio de Salud Arauco,Posta de Salud Rural San José de Colico,Curanilahue
1244,120414.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Alborada,Los Ángeles
1245,120415.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Los Canelos (Antuco),Antuco
1246,128441.0,28.0,Servicio de Salud Arauco,Posta de Salud Rural Yani,Arauco
1247,120420.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Santa Elena (Laja),Laja
1248,120403.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural El Durazno ( Los Ángeles),Los Ángeles
1249,120303.0,20.0,Servicio de Salud Biobío,Centro de Salud Familiar Antuco,Antuco
1250,200973.0,20.0,Servicio de Salud Biobío,SUR Antuco,Antuco
1251,118435.0,18.0,Servicio de Salud Concepción,Posta de Salud Rural Chacay (Santa Juana),Santa Juana
1252,128412.0,28.0,Servicio de Salud Arauco,Posta de Salud Rural Ramadillas,Arauco
1253,128440.0,28.0,Servicio de Salud Arauco,Posta de Salud Rural Las Puentes,Arauco
1254,120411.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Dicahue,Los Ángeles
1255,120458.0,20.0,Servicio de Salud Biobío,Consultorio Tucapel,Tucapel
1256,120419.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural La Colonia,Laja
1257,120460.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Polcura,Tucapel
1258,118436.0,18.0,Servicio de Salud Concepción,Posta de Salud Rural Torre Dorada,Santa Juana
1259,200032.0,8.0,SEREMI Del Biobío,Policlínico AChS Laja,Laja
1260,200267.0,20.0,Servicio de Salud Biobío,Centro Comunitario de Salud Familiar Laja,Laja
1261,118437.0,18.0,Servicio de Salud Concepción,Posta de Salud Rural Purgatorio,Santa Juana
1262,118433.0,18.0,Servicio de Salud Concepción,Posta de Salud Rural Colico Alto,Santa Juana
1263,120406.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Los Troncos,Los Ángeles
1264,120459.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Trupán,Tucapel
1265,120105.0,20.0,Servicio de Salud Biobío,Hospital Comunitario de Laja,Laja
1266,120308.0,20.0,Servicio de Salud Biobío,Centro de Salud Familiar Dr. Carlos Echeverría Véjar,San Rosendo
1267,200977.0,20.0,Servicio de Salud Biobío,SUR San Rosendo,San Rosendo
1268,200823.0,28.0,Servicio de Salud Arauco,SUR Carampangue,Arauco
1269,128438.0,28.0,Servicio de Salud Arauco,Centro de Salud Familiar Carampangue,Arauco
1270,120404.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Los Molinos,Los Ángeles
1271,128613.0,28.0,Servicio de Salud Arauco,COSAM de Arauco,Arauco
1272,128113.0,28.0,Servicio de Salud Arauco,Hospital San Vicente de Arauco,Arauco
1273,200815.0,8.0,SEREMI Del Biobío,Centro de Diálisis y Especialidades Médicas Arauco Ltda.,Arauco
1274,120421.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Puente Perales,Laja
1275,118434.0,18.0,Servicio de Salud Concepción,Posta de Salud Rural Tanahuillín,Santa Juana
1276,120012.0,20.0,Servicio de Salud Biobío,Clínica Dental Móvil Triple. Pat. UW9511 (Huepil),Tucapel
1277,120107.0,20.0,Servicio de Salud Biobío,Hospital Comunitario Dr. Roberto Muñoz Urrutia de Huépil,Tucapel
1278,128729.0,28.0,Servicio de Salud Arauco,Centro de Salud Familiar Tubul,Arauco
1279,200824.0,28.0,Servicio de Salud Arauco,SUR Tubul,Arauco
1280,120412.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Salto del Laja,Los Ángeles
1281,120436.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Turquía,San Rosendo
1282,120451.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural La Aguada,Yumbel
1283,200048.0,8.0,SEREMI Del Biobío,Policlínico Asociación Chilena de Seguridad AChS Arauco,Arauco
1284,120430.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Rucamanqui,Tucapel
1285,120455.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Chillancito,Cabrero
1286,120454.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Río Claro,Yumbel
1287,128444.0,28.0,Servicio de Salud Arauco,Posta de Salud Rural Llico (Arauco),Arauco
1288,118107.0,18.0,Servicio de Salud Concepción,Hospital Clorinda Avello (Santa Juana),Santa Juana
1289,128414.0,28.0,Servicio de Salud Arauco,Centro de Salud Familiar Laraquete,Arauco
1290,200746.0,28.0,Servicio de Salud Arauco,SUR Laraquete,Arauco
1291,118430.0,18.0,Servicio de Salud Concepción,Posta de Salud Rural Talcamávida,Hualqui
1292,128413.0,28.0,Servicio de Salud Arauco,Posta de Salud Rural Punta Lavapié,Arauco
1293,120313.0,20.0,Servicio de Salud Biobío,Centro de Salud Familiar Yumbel Estación,Yumbel
1294,200979.0,20.0,Servicio de Salud Biobío,SUR Yumbel Estación,Yumbel
1295,117315.0,17.0,Servicio de Salud Ñuble,Centro de Salud Familiar Campanario,Yungay
1296,120452.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Rere,Yumbel
1297,117104.0,17.0,Servicio de Salud Ñuble,Hospital Comunitario de Salud Familiar Pedro Morales Campos (Yungay),Yungay
1298,118704.0,18.0,Servicio de Salud Concepción,Centro Comunitario de Salud Familiar Colcura,Lota
1299,120456.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Charrúa,Cabrero
1300,117458.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural San Antonio (Yungay),Yungay
1301,120104.0,20.0,Servicio de Salud Biobío,Hospital Comunitario de Yumbel,Yumbel
1302,120014.0,20.0,Servicio de Salud Biobío,Clínica Dental Móvil Triple. Pat. NW6996 (Yumbel),Yumbel
1303,118316.0,18.0,Servicio de Salud Concepción,Centro de Salud Familiar Dr. Sergio Lagos Olave (ex Nº 4 Lota Bajo),Lota
1304,118106.0,18.0,Servicio de Salud Concepción,Hospital de Lota,Lota
1305,118601.0,18.0,Servicio de Salud Concepción,COSAM Comunitaria Lota,Lota
1306,120304.0,20.0,Servicio de Salud Biobío,Centro de Salud Familiar Monteaguila,Cabrero
1307,200974.0,20.0,Servicio de Salud Biobío,SUR Monteaguila,Cabrero
1308,200816.0,8.0,SEREMI Del Biobío,Clínica de Diálisis Diasermed,Concepción
1309,200077.0,18.0,Servicio de Salud Concepción,SAR Dr. Juan Cartes Arias,Lota
1310,118325.0,18.0,Servicio de Salud Concepción,Centro de Salud Familiar Dr. Juan Cartes Arias,Lota
1311,118431.0,18.0,Servicio de Salud Concepción,Posta de Salud Rural Quilacoya,Hualqui
1312,118702.0,18.0,Servicio de Salud Concepción,Centro Comunitario de Salud Familiar Puerto Sur Isla Sta. María,Coronel
1313,200036.0,8.0,SEREMI Del Biobío,Policlínico AChS Cabrero,Cabrero
1314,120305.0,20.0,Servicio de Salud Biobío,Centro de Salud Familiar Lautaro Cáceres Ramos,Cabrero
1315,120805.0,20.0,Servicio de Salud Biobío,SAR Cabrero,Cabrero
1316,200243.0,20.0,Servicio de Salud Biobío,Centro Comunitario de Salud Familiar Cabrero,Cabrero
1317,120457.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Colicheo,Cabrero
1318,120224.0,8.0,SEREMI Del Biobío,Laboratorio Clínico Biomec,Cabrero
1319,200627.0,8.0,SEREMI Del Biobío,Centro Vacunatorio Coronel,Coronel
1320,118105.0,18.0,Servicio de Salud Concepción,Hospital San José (Coronel),Coronel
1321,118600.0,18.0,Servicio de Salud Concepción,COSAM de Coronel,Coronel
1322,200915.0,8.0,SEREMI Del Biobío,Clínica de Atención Ambulatoria Mutual de Seguridad Coronel,Coronel
1323,118518.0,8.0,SEREMI Del Biobío,Policlínico de la Asociación Chilena de Seguridad Coronel,Coronel
1324,117430.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Cartago,Pemuco
1325,118813.0,18.0,Servicio de Salud Concepción,SAPU Yobilo,Coronel
1326,118313.0,18.0,Servicio de Salud Concepción,Centro de Salud Familiar Yobilo,Coronel
1327,118446.0,18.0,Servicio de Salud Concepción,Posta de Salud Rural Patagual,Coronel
1328,118311.0,18.0,Servicio de Salud Concepción,Centro de Salud Familiar Carlos Pinto Fierro,Coronel
1329,118812.0,18.0,Servicio de Salud Concepción,SAPU Lagunillas,Coronel
1330,118312.0,18.0,Servicio de Salud Concepción,Centro de Salud Familiar Lagunillas,Coronel
1331,117477.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Chamizal,El Carmen
1332,120453.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Tomeco,Yumbel
1333,118712.0,18.0,Servicio de Salud Concepción,Centro Comunitario de Salud Familiar Lagunillas,Coronel
1334,117475.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Castañal,El Carmen
1335,117310.0,17.0,Servicio de Salud Ñuble,Centro de Salud Familiar Pemuco,Pemuco
1336,200832.0,17.0,Servicio de Salud Ñuble,SUR Pemuco,Pemuco
1337,118403.0,18.0,Servicio de Salud Concepción,Posta de Salud Rural Puerto Norte Isla Sta. María,Coronel
1338,118326.0,18.0,Servicio de Salud Concepción,Centro de Salud Familiar Hualqui,Hualqui
1339,118826.0,18.0,Servicio de Salud Concepción,SAPU Hualqui,Hualqui
1340,118726.0,18.0,Servicio de Salud Concepción,Centro Comunitario de Salud Familiar Hualqui,Hualqui
1341,118210.0,8.0,SEREMI Del Biobío,Servicios Clínicos Neuropsiquiátricos y Geriátricos R y G Limitada,Concepción
1342,118713.0,18.0,Servicio de Salud Concepción,Centro Comunitario de Salud Familiar Escuadrón,Coronel
1343,118814.0,18.0,Servicio de Salud Concepción,SAPU Leonera,Chiguayante
1344,118314.0,18.0,Servicio de Salud Concepción,Centro de Salud Familiar La Leonera,Chiguayante
1345,120473.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Canchillas,Yumbel
1346,117473.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Capilla Sur,El Carmen
1347,120461.0,20.0,Servicio de Salud Biobío,Posta de Salud Rural Quinel,Cabrero
1348,117431.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Gral. Cruz,Pemuco
1349,118301.0,18.0,Servicio de Salud Concepción,Centro de Salud Familiar Pinares,Chiguayante
1350,117435.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Trehualemu,El Carmen
1351,200580.0,18.0,Servicio de Salud Concepción,SAR Chiguayante,Chiguayante
1352,118807.0,18.0,Servicio de Salud Concepción,SAPU Dental Chiguayante,Chiguayante
1353,118307.0,18.0,Servicio de Salud Concepción,Centro de Salud Familiar Chiguayante,Chiguayante
1354,118441.0,18.0,Servicio de Salud Concepción,Posta de Salud Rural Cancha Los Monteros,Florida
1355,118514.0,8.0,SEREMI Del Biobío,Laboratorio Clínico Labotem,Chiguayante
1356,117472.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Chancal,Quillón
1357,117457.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Capilla Norte,El Carmen
1358,117107.0,17.0,Servicio de Salud Ñuble,Hospital Comunitario de Salud Familiar de El Carmen,El Carmen
1359,118700.0,18.0,Servicio de Salud Concepción,Centro Comunitario de Salud Familiar Copiulemu,Florida
1360,117438.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Huemul,El Carmen
1361,117474.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Agua Santa,El Carmen
1362,117448.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Liucura Alto,Quillón
1363,118818.0,18.0,Servicio de Salud Concepción,SAPU Loma Colorada,San Pedro de la Paz
1364,118318.0,18.0,Servicio de Salud Concepción,Centro de Salud Familiar Lomas Coloradas,San Pedro de la Paz
1365,117455.0,17.0,Servicio de Salud Ñuble,Centro de Salud Familiar Pueblo Seco,San Ignacio
1366,117476.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Las Hormigas,El Carmen
