,codigo_establecimiento,codigo_ss,nombre_ss,nombre_establecimiento,nombre_comuna
2511,114309.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Pablo de Rokha,La Pintana
2512,114809.0,14.0,Servicio de Salud Metropolitano Sur Oriente,SAPU Pablo de Rokha,La Pintana
2513,113316.0,13.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Carol Urzúa,San Bernardo
2514,113829.0,13.0,Servicio de Salud Metropolitano Sur,SAR Eugenia Muñoz Dalmatín,San Bernardo
2515,114202.0,13.0,SEREMI Metropolitana de Santiago,Clínica Psiquiatrica Raquel Gaete,Puente Alto
2516,114232.0,13.0,SEREMI Metropolitana de Santiago,Centro Médico y Dental MegaSalud Puente Alto,Puente Alto
2517,113324.0,13.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque
2518,113823.0,13.0,Servicio de Salud Metropolitano Sur,SAR Haydee López,El Bosque
2519,110366.0,10.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado
2520,114204.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Enfermedades Respiratorias Infantiles Josefina Martínez (D),Puente Alto
2521,110455.0,10.0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pabellón,Melipilla
2522,110445.0,10.0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pahuilmo,Melipilla
2523,200540.0,1.0,SEREMI De Tarapacá,Centro Odontológico Uno Salud Dental Iquique,Iquique
2524,114221.0,13.0,SEREMI Metropolitana de Santiago,Centro Integramédica Tobalaba,Puente Alto
2525,113337.0,13.0,Servicio de Salud Metropolitano Sur,COSAM El Bosque,El Bosque
2526,200107.0,6.0,Servicio de Salud Valparaíso San Antonio,SAPU Diputado Manuel Bustos Huerta,San Antonio
2527,106336.0,6.0,Servicio de Salud Valparaíso San Antonio,Centro de Salud Familiar Diputado Manuel Bustos Huerta,San Antonio
2528,110867.0,10.0,Servicio de Salud Metropolitano Occidente,SAPU Santa Rosa de Chena,Padre Hurtado
2529,114319.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana
2530,114819.0,14.0,Servicio de Salud Metropolitano Sur Oriente,SAPU El Roble,La Pintana
2531,200916.0,13.0,SEREMI Metropolitana de Santiago,Centro Médico MAGNAVIDA,Padre Hurtado
2532,113716.0,13.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Rapa Nui,San Bernardo
2533,200962.0,13.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Los Sauces,El Bosque
2534,113314.0,13.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Cóndores de Chile,El Bosque
2535,114805.0,14.0,Servicio de Salud Metropolitano Sur Oriente,SAPU Los Quillayes,La Florida
2536,114212.0,13.0,SEREMI Metropolitana de Santiago,Clínica Familia,La Florida
2537,114316.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida
2538,114305.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida
2539,114816.0,14.0,Servicio de Salud Metropolitano Sur Oriente,SAPU Dr. Fernando Maffioletti,La Florida
2540,113812.0,13.0,Servicio de Salud Metropolitano Sur,SAPU Dr. Carlos Lorca,El Bosque
2541,114206.0,13.0,SEREMI Metropolitana de Santiago,Centro de Rehabilitación Capredena,La Florida
2542,114334.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar José Alvo,La Florida
2543,200144.0,14.0,Servicio de Salud Metropolitano Sur Oriente,SAPU José Alvo,La Florida
2544,114317.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santo Tomás,La Pintana
2545,114817.0,14.0,Servicio de Salud Metropolitano Sur Oriente,SAPU Santo Tomás,La Pintana
2546,113255.0,13.0,SEREMI Metropolitana de Santiago,Consultorio Tantauco,El Bosque
2547,113312.0,13.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dr. Carlos Lorca Tobar,El Bosque
2548,114610.0,14.0,Servicio de Salud Metropolitano Sur Oriente,COSAM La Florida,La Florida
2549,114103.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
2550,113317.0,13.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Laura,El Bosque
2551,114325.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja
2552,114828.0,14.0,Servicio de Salud Metropolitano Sur Oriente,SAPU Poetisa Gabriela Mistral,San Ramón
2553,114825.0,14.0,Servicio de Salud Metropolitano Sur Oriente,SAPU Granja Sur,La Granja
2554,114328.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Poetisa Gabriela Mistral,San Ramón
2555,113814.0,13.0,Servicio de Salud Metropolitano Sur,SAPU Cóndores de Chile,El Bosque
2556,200643.0,11.0,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Los Bosquinos,Maipú
2557,114606.0,14.0,Servicio de Salud Metropolitano Sur Oriente,COSAM La Bandera,San Ramón
2558,114330.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
2559,200051.0,14.0,Servicio de Salud Metropolitano Sur Oriente,SAPU Trinidad,La Florida
2560,106826.0,6.0,Servicio de Salud Valparaíso San Antonio,SAPU Cartagena,Cartagena
2561,106326.0,6.0,Servicio de Salud Valparaíso San Antonio,Centro de Salud Familiar Cartagena,Cartagena
2562,200010.0,13.0,Servicio de Salud Metropolitano Sur,SAPU Santa Laura,El Bosque
2563,113717.0,13.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque
2564,114706.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Millalemu,La Granja
2565,106421.0,6.0,Servicio de Salud Valparaíso San Antonio,Posta de Salud Rural El Turco,Cartagena
2566,114307.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Bandera,San Ramón
2567,114324.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santa Amalia,La Florida
2568,114824.0,14.0,Servicio de Salud Metropolitano Sur Oriente,SAPU Santa Amalia,La Florida
2569,111704.0,11.0,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Futramapu,Maipú
2570,113826.0,13.0,Servicio de Salud Metropolitano Sur,SAPU Eduardo Frei Montalva,La Cisterna
2571,113326.0,13.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Eduardo Frei Montalva,La Cisterna
2572,200334.0,13.0,SEREMI Metropolitana de Santiago,Centro Odontológico Uno Salud Dental La Cisterna,La Cisterna
2573,114608.0,14.0,Servicio de Salud Metropolitano Sur Oriente,COSAM La Granja,La Granja
2574,114796.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar San Gregorio,La Granja
2575,114814.0,14.0,Servicio de Salud Metropolitano Sur Oriente,SAPU San Ramón,San Ramón
2576,114314.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón),San Ramón
2577,114806.0,14.0,Servicio de Salud Metropolitano Sur Oriente,SAPU La Granja,La Granja
2578,114306.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
2579,114607.0,14.0,Servicio de Salud Metropolitano Sur Oriente,COSAM La Rinconada,San Ramón
2580,111780.0,11.0,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Europa,Maipú
2581,113256.0,13.0,SEREMI Metropolitana de Santiago,Consultorio Prefectura Sur,La Cisterna
2582,200475.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Las Lomas,La Florida
2583,113396.0,13.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Pueblo Lo Espejo,Lo Espejo
2584,200360.0,13.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Eduardo Frei Montalva,La Cisterna
2585,106406.0,6.0,Servicio de Salud Valparaíso San Antonio,Posta de Salud Rural Lo Zárate,Cartagena
2586,113241.0,13.0,SEREMI Metropolitana de Santiago,Centro de Salud Mutual CChC Lo Espejo,Lo Espejo
2587,113260.0,13.0,SEREMI Metropolitana de Santiago,Nefrolab,La Cisterna
2588,114804.0,14.0,Servicio de Salud Metropolitano Sur Oriente,SAPU Villa O'Higgins,La Florida
2589,114304.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida
2590,113311.0,13.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Anselma,La Cisterna
2591,111380.0,11.0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Carlos Godoy,Maipú
2592,114315.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
2593,114231.0,13.0,SEREMI Metropolitana de Santiago,Centro Médico y Dental MegaSalud La Florida,La Florida
2594,111382.0,11.0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Presidenta Michelle Bachelet,Maipú
2595,106409.0,6.0,Servicio de Salud Valparaíso San Antonio,Centro Comunitario de Salud Familiar San Sebastian,Cartagena
2596,200327.0,13.0,SEREMI Metropolitana de Santiago,Centro Odontológico Uno Salud Dental La Concepción,Providencia
2597,113309.0,13.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Julio Acuña Pinzón,Lo Espejo
2598,113809.0,13.0,Servicio de Salud Metropolitano Sur,SAR Julio Acuña Pinzón,Lo Espejo
2599,114224.0,13.0,SEREMI Metropolitana de Santiago,Centro Vida Integra de La Florida,La Florida
2600,106408.0,6.0,Servicio de Salud Valparaíso San Antonio,Posta de Salud Rural Lo Abarca,Cartagena
2601,114227.0,13.0,SEREMI Metropolitana de Santiago,Clínica Astra La Florida,La Florida
2602,114714.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Modelo,San Ramón
2603,113807.0,13.0,Servicio de Salud Metropolitano Sur,SAPU Padre Esteban Gumucio,La Granja
2604,113307.0,13.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
2605,114223.0,13.0,SEREMI Metropolitana de Santiago,Clínica Vespucio,La Florida
2606,114233.0,13.0,SEREMI Metropolitana de Santiago,Laboratorio Vida Integra,La Florida
2607,114303.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Bellavista,La Florida
2608,114228.0,13.0,SEREMI Metropolitana de Santiago,Centro Asistencial AChS La Florida,La Florida
2609,114222.0,13.0,SEREMI Metropolitana de Santiago,Centro Integramédica La Florida,La Florida
2610,114409.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Posta de Salud Rural Las Perdices,La Florida
2611,200132.0,10.0,Servicio de Salud Metropolitano Occidente,SAPU María Pinto,Maria Pinto
2612,200588.0,13.0,SEREMI Metropolitana de Santiago,Centro Odontológico Uno Salud Dental La Dehesa,Lo Barnechea
2613,110385.0,10.0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Adriana Madrid De Costabal,Maria Pinto
2614,200088.0,13.0,SEREMI Metropolitana de Santiago,Integramédica Florida Vespucio,La Florida
2615,111274.0,13.0,SEREMI Metropolitana de Santiago,Centro Integramédica Oeste,Cerrillos
2616,113308.0,13.0,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Clara Estrella,Lo Espejo
2617,114831.0,14.0,Servicio de Salud Metropolitano Sur Oriente,SAPU La Florida,La Florida
2618,113808.0,13.0,Servicio de Salud Metropolitano Sur,SAPU Clara Estrella,Lo Espejo
2619,114331.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Florida,La Florida
2620,114220.0,13.0,SEREMI Metropolitana de Santiago,Centro de Salud Mutual CChC La Florida,La Florida
2621,114105.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
2622,111309.0,11.0,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dra. Ana María Juricic,Maipú
2623,111809.0,11.0,Servicio de Salud Metropolitano Central,SAPU Dra. Ana María Juricic,Maipú
2624,111400.0,11.0,Servicio de Salud Metropolitano Central,Centro Comunitario de Salud Familiar Rinconada de Maipú,Maipú
2625,113234.0,13.0,SEREMI Metropolitana de Santiago,Centro Vida Integra de San Miguel,San Miguel
2626,200902.0,13.0,SEREMI Metropolitana de Santiago,Servicios Médicos C y C,Maipú
2627,113722.0,13.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Salvador Allende,San Joaquín
2628,114802.0,14.0,Servicio de Salud Metropolitano Sur Oriente,SAPU Los Castaños,La Florida
2629,111285.0,13.0,SEREMI Metropolitana de Santiago,Centro Médico y Dental MegaSalud Maipú,Maipú
2630,114302.0,14.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
2631,111297.0,13.0,SEREMI Metropolitana de Santiago,Clínica Bellolio,Maipú
2632,112986.0,13.0,SEREMI Metropolitana de Santiago,Integramédica Maipú,Maipú
2633,200331.0,13.0,SEREMI Metropolitana de Santiago,Centro Odontológico Uno Salud Dental La Florida,La Florida
2634,111289.0,13.0,SEREMI Metropolitana de Santiago,Centro de Salud Mutual CChC Maipú,Maipú
2635,200210.0,13.0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Coñimo,San Joaquín
