,descripcion_prestacion,IdServicio,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,TOTAL,De 0 a 29 días,De 1 mes a 2 meses 29 días,De 3 meses a 5 meses 29 días,De 6 meses a 11 meses 29 días,De 1 a 2 años,Gestantes,Pueblos Originarios,Migrantes,nombre_ss,nombre_establecimiento,nombre_comuna
9539,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,10,202205,09600288,13,13128,22,,,,,,22,0,2,Servicio de Salud Metropolitano Occidente,CESFAM Cerro Colorado,Renca
9540,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,202205,09600289,13,13128,25,17,2,3,1,2,,0,1,Servicio de Salud Metropolitano Occidente,CESFAM Cerro Colorado,Renca
9541,Consulta de Lactancia por profesional  - Matrona/ón,10,202205,04040424,13,13128,17,15,1,1,0,0,0,0,1,Servicio de Salud Metropolitano Occidente,CESFAM Cerro Colorado,Renca
9542,Consulta de Lactancia por profesional  - Nutricionista ,10,202205,04040426,13,13128,10,2,2,3,1,2,0,0,2,Servicio de Salud Metropolitano Occidente,CESFAM Cerro Colorado,Renca
9543,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,202205,04040420,13,13128,5,4,0,1,0,0,,0,0,Servicio de Salud Metropolitano Occidente,CESFAM Cerro Colorado,Renca
9544,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110361,04040420,13,13128,10,7,3,0,0,0,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca
9545,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110361,04040421,13,13128,21,12,9,0,0,0,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca
9546,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110361,04040420,13,13128,10,7,2,1,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca
9547,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110361,04040421,13,13128,13,5,7,1,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca
9548,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110361,09600289,13,13128,27,27,,,,,,0,3,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca
9549,Consulta de Lactancia por profesional  - Matrona/ón,10,110361,04040424,13,13128,27,27,,,,,0,0,3,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca
9550,Consulta de Lactancia por profesional  - Nutricionista ,10,110361,04040426,13,13128,23,12,9,2,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca
9551,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110361,04040420,13,13128,11,6,5,0,0,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca
9552,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110361,04040421,13,13128,16,8,7,1,0,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca
9553,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110361,09600287,13,13128,5,2,2,1,0,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca
9554,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110361,09600289,13,13128,25,25,0,0,0,,,1,5,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca
9555,Consulta de Lactancia por profesional  - Nutricionista ,10,110361,04040426,13,13128,32,16,14,2,,,0,1,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca
9556,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110361,04040420,13,13128,17,8,9,0,0,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca
9557,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110361,04040421,13,13128,18,7,11,0,0,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca
9558,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110361,09600287,13,13128,10,7,3,0,0,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca
9559,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110361,09600289,13,13128,22,22,,,,,,3,3,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca
9560,Consulta de Lactancia por profesional  - Nutricionista ,10,110361,04040426,13,13128,42,19,23,0,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Bicentenario,Renca
9561,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110362,04040420,13,13128,19,14,1,4,0,0,,2,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9562,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110362,04040421,13,13128,21,5,6,9,1,0,,1,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9563,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110362,09600287,13,13128,12,2,4,3,3,0,,1,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9564,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110362,09600289,13,13128,2,1,,1,0,0,,1,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9565,Consulta de Lactancia por profesional  - Matrona/ón,10,110362,04040424,13,13128,15,15,0,0,0,0,0,1,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9566,Consulta de Lactancia por profesional  - Nutricionista ,10,110362,04040426,13,13128,37,6,11,16,4,0,0,3,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9567,Consulta de Lactancia por profesional  - Matrona/ón,10,110362,04040424,13,13128,11,11,0,0,0,0,0,1,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9568,Consulta de Lactancia por profesional  - Nutricionista ,10,110362,04040426,13,13128,32,6,8,10,7,1,0,4,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9569,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110362,04040420,13,13128,10,7,1,0,2,0,,1,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9570,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110362,04040421,13,13128,23,7,5,6,5,0,,3,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9571,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110362,09600287,13,13128,10,3,2,4,0,1,,1,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9572,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110362,09600289,13,13128,3,2,0,0,1,0,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9573,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110362,04040420,13,13128,12,11,0,1,0,0,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9574,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110362,04040421,13,13128,23,2,6,10,5,0,,5,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9575,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110362,09600287,13,13128,13,1,6,5,1,0,,3,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9576,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110362,09600289,13,13128,4,4,0,0,0,0,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9577,Consulta de Lactancia por profesional  - Matrona/ón,10,110362,04040424,13,13128,10,10,0,0,0,0,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9578,Consulta de Lactancia por profesional  - Nutricionista ,10,110362,04040426,13,13128,38,4,12,16,6,0,0,8,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9579,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110362,04040420,13,13128,15,9,3,3,0,0,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9580,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110362,04040421,13,13128,19,1,6,7,5,0,,2,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9581,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110362,09600287,13,13128,14,2,4,5,2,1,,2,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9582,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110362,09600289,13,13128,2,1,0,1,0,0,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9583,Consulta de Lactancia por profesional  - Matrona/ón,10,110362,04040424,13,13128,12,10,2,0,0,0,0,1,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9584,Consulta de Lactancia por profesional  - Nutricionista ,10,110362,04040426,13,13128,36,2,11,15,7,1,0,3,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9585,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110362,04040420,13,13128,15,13,1,0,1,0,,4,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9586,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110362,04040421,13,13128,14,1,6,7,0,0,,1,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9587,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110362,09600287,13,13128,9,4,1,4,0,0,,1,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9588,Consulta de Lactancia por profesional  - Matrona/ón,10,110362,04040424,13,13128,16,16,0,0,0,0,0,4,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9589,Consulta de Lactancia por profesional  - Nutricionista ,10,110362,04040426,13,13128,22,2,8,11,1,0,0,2,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9590,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110362,04040420,13,13128,24,18,2,3,1,0,,2,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9591,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110362,04040421,13,13128,21,4,3,8,6,0,,1,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9592,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110362,09600287,13,13128,19,4,3,10,2,0,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9593,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110362,09600289,13,13128,3,3,0,0,0,0,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9594,Consulta de Lactancia por profesional  - Matrona/ón,10,110362,04040424,13,13128,15,14,1,0,0,0,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9595,Consulta de Lactancia por profesional  - Nutricionista ,10,110362,04040426,13,13128,49,12,7,21,9,0,0,3,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9596,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110362,04040420,13,13128,16,9,5,2,0,0,,3,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9597,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110362,04040421,13,13128,24,0,7,8,9,0,,3,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9598,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110362,09600287,13,13128,29,2,8,8,10,1,,4,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9599,Consulta de Lactancia por profesional  - Matrona/ón,10,110362,04040424,13,13128,11,10,1,0,0,0,0,1,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9600,Consulta de Lactancia por profesional  - Nutricionista ,10,110362,04040426,13,13128,58,1,19,18,19,1,0,9,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9601,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110362,04040420,13,13128,13,8,4,1,0,0,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9602,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110362,04040421,13,13128,55,8,20,16,11,0,,8,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9603,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110362,09600287,13,13128,21,1,6,10,4,0,,3,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9604,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,10,110362,09600288,13,13128,1,,,,,,1,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9605,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110362,09600289,13,13128,13,12,1,0,0,0,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9606,Consulta de Lactancia por profesional  - Matrona/ón,10,110362,04040424,13,13128,10,10,0,0,0,0,0,1,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9607,Consulta de Lactancia por profesional  - Nutricionista ,10,110362,04040426,13,13128,79,7,30,27,15,0,0,10,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9608,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110362,04040420,13,13128,13,11,1,0,1,0,,4,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9609,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110362,04040421,13,13128,26,2,10,8,6,0,,3,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9610,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110362,09600287,13,13128,16,2,5,5,4,0,,2,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9611,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110362,09600289,13,13128,1,1,0,0,0,0,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9612,Consulta de Lactancia por profesional  - Matrona/ón,10,110362,04040424,13,13128,15,15,0,0,0,0,0,4,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9613,Consulta de Lactancia por profesional  - Nutricionista ,10,110362,04040426,13,13128,40,0,16,13,11,0,0,5,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9614,Consulta de Lactancia por profesional  - Nutricionista ,10,110362,04040426,13,13128,40,1,12,18,9,0,0,4,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9615,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110362,04040420,13,13128,13,8,2,2,1,0,,1,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9616,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110362,04040421,13,13128,20,4,4,8,4,0,,3,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9617,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110362,09600287,13,13128,20,2,6,8,4,0,,1,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9618,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110362,09600289,13,13128,5,5,0,0,0,0,,1,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9619,Consulta de Lactancia por profesional  - Matrona/ón,10,110362,04040424,13,13128,13,13,0,0,0,0,0,1,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9620,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110362,04040420,13,13128,6,4,1,0,1,0,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9621,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110362,04040421,13,13128,60,16,19,20,5,0,,3,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9622,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110362,09600287,13,13128,24,1,7,12,4,0,,5,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9623,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110362,09600289,13,13128,10,10,0,0,0,0,,2,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9624,Consulta de Lactancia por profesional  - Matrona/ón,10,110362,04040424,13,13128,15,14,1,0,0,0,0,3,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9625,Consulta de Lactancia por profesional  - Nutricionista ,10,110362,04040426,13,13128,75,7,26,32,10,0,0,5,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9626,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110362,04040420,13,13128,12,11,1,0,0,0,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9627,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110362,04040421,13,13128,19,3,2,13,1,0,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9628,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110362,09600287,13,13128,16,3,1,8,4,0,,0,3,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9629,Consulta de Lactancia por profesional  - Matrona/ón,10,110362,04040424,13,13128,14,14,0,0,0,0,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9630,Consulta de Lactancia por profesional  - Nutricionista ,10,110362,04040426,13,13128,33,3,4,21,5,0,0,0,3,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca
9631,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110378,04040420,13,13501,1,1,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9632,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110378,04040421,13,13501,34,20,11,3,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9633,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110378,09600289,13,13501,20,17,2,,1,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9634,Consulta de Lactancia por profesional  - Matrona/ón,10,110378,04040424,13,13501,17,17,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9635,Consulta de Lactancia por profesional  - Enfermera/o,10,110378,04040425,13,13501,3,,2,,1,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9636,Consulta de Lactancia por profesional  - Nutricionista ,10,110378,04040426,13,13501,35,21,11,3,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9637,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110378,04040420,13,13501,1,,,1,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9638,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110378,04040421,13,13501,21,13,7,1,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9639,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110378,09600289,13,13501,16,14,,1,1,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9640,Consulta de Lactancia por profesional  - Matrona/ón,10,110378,04040424,13,13501,13,13,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9641,Consulta de Lactancia por profesional  - Enfermera/o,10,110378,04040425,13,13501,2,,,1,1,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9642,Consulta de Lactancia por profesional  - Nutricionista ,10,110378,04040426,13,13501,23,14,7,2,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9643,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110781,04040421,13,13501,4,3,,1,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla
9644,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110781,09600289,13,13501,4,3,,1,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla
9645,Consulta de Lactancia por profesional  - Nutricionista ,10,110781,04040426,13,13501,8,6,,2,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla
9646,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110781,04040421,13,13501,3,2,1,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla
9647,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110781,09600287,13,13501,3,2,1,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla
9648,Consulta de Lactancia por profesional  - Nutricionista ,10,110781,04040426,13,13501,6,4,2,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla
9649,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110378,04040420,13,13501,1,1,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9650,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110378,04040421,13,13501,35,24,8,3,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9651,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110378,09600289,13,13501,26,26,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9652,Consulta de Lactancia por profesional  - Matrona/ón,10,110378,04040424,13,13501,27,27,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9653,Consulta de Lactancia por profesional  - Enfermera/o,10,110378,04040425,13,13501,2,1,,1,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9654,Consulta de Lactancia por profesional  - Nutricionista ,10,110378,04040426,13,13501,33,23,8,2,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9655,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110378,04040420,13,13501,1,1,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9656,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110378,04040421,13,13501,28,18,9,1,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9657,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110378,09600289,13,13501,24,20,1,2,1,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9658,Consulta de Lactancia por profesional  - Matrona/ón,10,110378,04040424,13,13501,21,21,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9659,Consulta de Lactancia por profesional  - Enfermera/o,10,110378,04040425,13,13501,4,,1,2,1,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9660,Consulta de Lactancia por profesional  - Nutricionista ,10,110378,04040426,13,13501,28,18,9,1,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
9661,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110781,04040421,13,13501,6,4,2,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla
9662,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110781,09600289,13,13501,6,4,2,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla
9663,Consulta de Lactancia por profesional  - Nutricionista ,10,110781,04040426,13,13501,12,8,4,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla
