,Mes,IdServicio,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,1° mes,3° mes,6° mes,nombre_ss,nombre_establecimiento,nombre_comuna,Prestación,codigo_deis_establecimiento,codigo_deis_comuna,codigo_deis_servicio
1289,5,13,113303,A0200002,13,13121,6,6,7,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Amador Neghme,Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,113303,13121,13
1290,5,13,113303,A0200001,13,13121,13,12,15,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Amador Neghme,Pedro Aguirre Cerda,MENORES CONTROLADOS,113303,13121,13
1291,3,13,113303,A0200002,13,13121,11,11,8,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Amador Neghme,Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,113303,13121,13
1292,3,13,113303,A0200001,13,13121,19,17,12,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Amador Neghme,Pedro Aguirre Cerda,MENORES CONTROLADOS,113303,13121,13
1293,1,13,113303,A0200002,13,13121,9,6,7,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Amador Neghme,Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,113303,13121,13
1294,1,13,113303,A0200001,13,13121,14,11,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Amador Neghme,Pedro Aguirre Cerda,MENORES CONTROLADOS,113303,13121,13
1295,4,13,113303,A0200002,13,13121,8,5,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Amador Neghme,Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,113303,13121,13
1296,4,13,113303,A0200001,13,13121,9,12,8,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Amador Neghme,Pedro Aguirre Cerda,MENORES CONTROLADOS,113303,13121,13
1297,2,13,113303,A0200002,13,13121,2,4,10,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Amador Neghme,Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,113303,13121,13
1298,2,13,113303,A0200001,13,13121,7,10,15,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Amador Neghme,Pedro Aguirre Cerda,MENORES CONTROLADOS,113303,13121,13
1299,2,13,111303,A0200002,13,13121,0,2,4,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,111303,13121,13
1300,5,13,111303,A0200001,13,13121,9,9,11,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda,MENORES CONTROLADOS,111303,13121,13
1301,4,13,111303,A0200002,13,13121,5,7,2,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,111303,13121,13
1302,4,13,111303,A0200001,13,13121,7,13,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda,MENORES CONTROLADOS,111303,13121,13
1303,5,13,111303,A0200002,13,13121,5,6,5,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,111303,13121,13
1304,2,13,113703,A0200002,13,13121,2,1,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,113703,13121,13
1305,2,13,113703,A0200001,13,13121,2,1,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda,MENORES CONTROLADOS,113703,13121,13
1306,1,13,113703,A0200002,13,13121,0,1,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,113703,13121,13
1307,1,13,113703,A0200001,13,13121,0,0,3,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda,MENORES CONTROLADOS,113703,13121,13
1308,2,13,111303,A0200001,13,13121,1,7,9,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda,MENORES CONTROLADOS,111303,13121,13
1309,3,13,113703,A0200002,13,13121,2,0,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,113703,13121,13
1310,3,13,113703,A0200001,13,13121,0,0,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda,MENORES CONTROLADOS,113703,13121,13
1311,5,13,113703,A0200002,13,13121,4,2,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,113703,13121,13
1312,5,13,113703,A0200001,13,13121,5,3,3,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda,MENORES CONTROLADOS,113703,13121,13
1313,3,13,111303,A0200002,13,13121,7,8,6,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,111303,13121,13
1314,3,13,111303,A0200001,13,13121,9,,10,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda,MENORES CONTROLADOS,111303,13121,13
1315,4,13,113703,A0200002,13,13121,4,1,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,113703,13121,13
1316,4,13,113703,A0200001,13,13121,5,1,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa,Pedro Aguirre Cerda,MENORES CONTROLADOS,113703,13121,13
1317,1,13,111303,A0200002,13,13121,12,5,7,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,111303,13121,13
1318,1,13,111303,A0200001,13,13121,14,0,11,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Lo Valledor Norte,Pedro Aguirre Cerda,MENORES CONTROLADOS,111303,13121,13
1319,3,13,113306,A0200002,13,13121,6,5,8,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,113306,13121,13
1320,3,13,113306,A0200001,13,13121,8,16,12,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda,MENORES CONTROLADOS,113306,13121,13
1321,4,13,113306,A0200002,13,13121,8,6,5,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,113306,13121,13
1322,4,13,113306,A0200001,13,13121,13,13,7,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda,MENORES CONTROLADOS,113306,13121,13
1323,2,13,113306,A0200002,13,13121,8,2,6,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,113306,13121,13
1324,1,13,113306,A0200001,13,13121,11,9,11,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda,MENORES CONTROLADOS,113306,13121,13
1325,1,13,113306,A0200002,13,13121,7,5,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,113306,13121,13
1326,2,13,113306,A0200001,13,13121,11,7,14,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda,MENORES CONTROLADOS,113306,13121,13
1327,5,13,113306,A0200002,13,13121,4,10,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,113306,13121,13
1328,5,13,113306,A0200001,13,13121,10,15,8,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),Pedro Aguirre Cerda,MENORES CONTROLADOS,113306,13121,13
1329,4,13,113331,A0200002,13,13121,8,5,10,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,113331,13121,13
1330,4,13,113331,A0200001,13,13121,15,8,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda,MENORES CONTROLADOS,113331,13121,13
1331,2,13,113331,A0200002,13,13121,4,2,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,113331,13121,13
1332,2,13,113331,A0200001,13,13121,10,5,4,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda,MENORES CONTROLADOS,113331,13121,13
1333,3,13,113331,A0200002,13,13121,5,6,1,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,113331,13121,13
1334,1,13,113331,A0200001,13,13121,9,11,15,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda,MENORES CONTROLADOS,113331,13121,13
1335,1,13,113331,A0200002,13,13121,4,9,8,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,113331,13121,13
1336,3,13,113331,A0200001,13,13121,6,11,5,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda,MENORES CONTROLADOS,113331,13121,13
1337,5,13,113331,A0200002,13,13121,5,5,2,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda,LACTANCIA MATERNA EXCLUSIVA,113331,13121,13
1338,5,13,113331,A0200001,13,13121,9,6,5,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Edgardo Enríquez Fröedden,Pedro Aguirre Cerda,MENORES CONTROLADOS,113331,13121,13
1339,1,13,113702,A0200001,13,13129,1,1,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Sierra Bella,San Joaquín,MENORES CONTROLADOS,113702,13129,13
1340,1,13,200337,A0200002,13,13129,0,1,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Martín Henríquez,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,200337,13129,13
1341,4,13,113322,A0200002,13,13129,3,0,8,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113322,13129,13
1342,4,13,113322,A0200001,13,13129,9,2,15,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín,MENORES CONTROLADOS,113322,13129,13
1343,1,13,113322,A0200002,13,13129,5,9,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113322,13129,13
1344,1,13,113322,A0200001,13,13129,8,12,6,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín,MENORES CONTROLADOS,113322,13129,13
1345,2,13,113702,A0200001,13,13129,1,1,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Sierra Bella,San Joaquín,MENORES CONTROLADOS,113702,13129,13
1346,2,13,113702,A0200002,13,13129,0,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Sierra Bella,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113702,13129,13
1347,2,13,113322,A0200002,13,13129,5,8,1,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113322,13129,13
1348,2,13,113322,A0200001,13,13129,11,12,5,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín,MENORES CONTROLADOS,113322,13129,13
1349,1,13,113702,A0200002,13,13129,1,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Sierra Bella,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113702,13129,13
1350,4,13,200337,A0200002,13,13129,0,2,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Martín Henríquez,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,200337,13129,13
1351,4,13,200337,A0200001,13,13129,0,4,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Martín Henríquez,San Joaquín,MENORES CONTROLADOS,200337,13129,13
1352,4,13,113702,A0200002,13,13129,1,1,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Sierra Bella,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113702,13129,13
1353,4,13,113702,A0200001,13,13129,2,2,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Sierra Bella,San Joaquín,MENORES CONTROLADOS,113702,13129,13
1354,3,13,113322,A0200002,13,13129,2,2,6,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113322,13129,13
1355,3,13,113322,A0200001,13,13129,5,4,9,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín,MENORES CONTROLADOS,113322,13129,13
1356,2,13,200337,A0200002,13,13129,4,2,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Martín Henríquez,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,200337,13129,13
1357,2,13,200337,A0200001,13,13129,5,7,4,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Martín Henríquez,San Joaquín,MENORES CONTROLADOS,200337,13129,13
1358,3,13,113702,A0200002,13,13129,2,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Sierra Bella,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113702,13129,13
1359,3,13,113702,A0200001,13,13129,3,2,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Sierra Bella,San Joaquín,MENORES CONTROLADOS,113702,13129,13
1360,1,13,200337,A0200001,13,13129,0,0,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Martín Henríquez,San Joaquín,MENORES CONTROLADOS,200337,13129,13
1361,5,13,113702,A0200002,13,13129,0,3,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Sierra Bella,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113702,13129,13
1362,5,13,113702,A0200001,13,13129,0,4,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Sierra Bella,San Joaquín,MENORES CONTROLADOS,113702,13129,13
1363,3,13,200337,A0200002,13,13129,1,1,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Martín Henríquez,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,200337,13129,13
1364,3,13,200337,A0200001,13,13129,3,1,4,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Martín Henríquez,San Joaquín,MENORES CONTROLADOS,200337,13129,13
1365,5,13,200337,A0200002,13,13129,1,2,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Martín Henríquez,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,200337,13129,13
1366,5,13,200337,A0200001,13,13129,3,5,6,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Martín Henríquez,San Joaquín,MENORES CONTROLADOS,200337,13129,13
1367,5,13,113322,A0200002,13,13129,3,1,,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113322,13129,13
1368,5,13,113322,A0200001,13,13129,5,5,2,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Santa Teresa de Los Andes,San Joaquín,MENORES CONTROLADOS,113322,13129,13
1369,1,13,113753,A0200001,13,13129,0,1,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Reverendo Javier Peró,San Joaquín,MENORES CONTROLADOS,113753,13129,13
1370,3,13,113753,A0200002,13,13129,1,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Reverendo Javier Peró,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113753,13129,13
1371,3,13,113753,A0200001,13,13129,1,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Reverendo Javier Peró,San Joaquín,MENORES CONTROLADOS,113753,13129,13
1372,4,13,113753,A0200002,13,13129,0,0,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Reverendo Javier Peró,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113753,13129,13
1373,4,13,113753,A0200001,13,13129,0,0,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Reverendo Javier Peró,San Joaquín,MENORES CONTROLADOS,113753,13129,13
1374,2,13,113753,A0200002,13,13129,0,1,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Reverendo Javier Peró,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113753,13129,13
1375,2,13,113753,A0200001,13,13129,0,3,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Reverendo Javier Peró,San Joaquín,MENORES CONTROLADOS,113753,13129,13
1376,3,13,200210,A0200001,13,13129,1,3,4,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Coñimo,San Joaquín,MENORES CONTROLADOS,200210,13129,13
1377,3,13,200210,A0200002,13,13129,1,1,4,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Coñimo,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,200210,13129,13
1378,1,13,200210,A0200002,13,13129,2,1,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Coñimo,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,200210,13129,13
1379,2,13,200210,A0200002,13,13129,1,0,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Coñimo,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,200210,13129,13
1380,2,13,200210,A0200001,13,13129,1,0,3,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Coñimo,San Joaquín,MENORES CONTROLADOS,200210,13129,13
1381,1,13,200210,A0200001,13,13129,2,3,3,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Coñimo,San Joaquín,MENORES CONTROLADOS,200210,13129,13
1382,4,13,200210,A0200002,13,13129,4,0,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Coñimo,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,200210,13129,13
1383,4,13,200210,A0200001,13,13129,5,0,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Coñimo,San Joaquín,MENORES CONTROLADOS,200210,13129,13
1384,5,13,113753,A0200002,13,13129,0,1,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Reverendo Javier Peró,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113753,13129,13
1385,5,13,113753,A0200001,13,13129,1,1,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Reverendo Javier Peró,San Joaquín,MENORES CONTROLADOS,113753,13129,13
1386,5,13,200210,A0200002,13,13129,0,3,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Coñimo,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,200210,13129,13
1387,5,13,200210,A0200001,13,13129,3,3,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Coñimo,San Joaquín,MENORES CONTROLADOS,200210,13129,13
1388,1,13,113722,A0200002,13,13129,3,2,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Salvador Allende,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113722,13129,13
1389,1,13,113722,A0200001,13,13129,3,2,3,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Salvador Allende,San Joaquín,MENORES CONTROLADOS,113722,13129,13
1390,2,13,113722,A0200001,13,13129,1,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Salvador Allende,San Joaquín,MENORES CONTROLADOS,113722,13129,13
1391,2,13,113722,A0200002,13,13129,1,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Salvador Allende,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113722,13129,13
1392,3,13,113722,A0200001,13,13129,1,2,6,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Salvador Allende,San Joaquín,MENORES CONTROLADOS,113722,13129,13
1393,3,13,113722,A0200002,13,13129,1,1,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Salvador Allende,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113722,13129,13
1394,5,13,113722,A0200002,13,13129,1,2,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Salvador Allende,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113722,13129,13
1395,5,13,113722,A0200001,13,13129,1,2,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Salvador Allende,San Joaquín,MENORES CONTROLADOS,113722,13129,13
1396,4,13,113722,A0200002,13,13129,4,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Salvador Allende,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113722,13129,13
1397,4,13,113722,A0200001,13,13129,4,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Dr. Salvador Allende,San Joaquín,MENORES CONTROLADOS,113722,13129,13
1398,3,13,113305,A0200002,13,13129,6,4,2,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Arturo Baeza Goñi,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113305,13129,13
1399,3,13,113305,A0200001,13,13129,12,5,8,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Arturo Baeza Goñi,San Joaquín,MENORES CONTROLADOS,113305,13129,13
1400,2,13,113301,A0200001,13,13129,8,9,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar San Joaquín,San Joaquín,MENORES CONTROLADOS,113301,13129,13
1401,2,13,113701,A0200002,13,13129,2,1,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Yalta,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113701,13129,13
1402,2,13,113701,A0200001,13,13129,2,1,4,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Yalta,San Joaquín,MENORES CONTROLADOS,113701,13129,13
1403,4,13,113305,A0200002,13,13129,9,9,2,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Arturo Baeza Goñi,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113305,13129,13
1404,1,13,113701,A0200002,13,13129,0,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Yalta,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113701,13129,13
1405,1,13,113305,A0200002,13,13129,,3,2,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Arturo Baeza Goñi,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113305,13129,13
1406,1,13,113701,A0200001,13,13129,1,2,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Yalta,San Joaquín,MENORES CONTROLADOS,113701,13129,13
1407,2,13,113305,A0200002,13,13129,4,3,2,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Arturo Baeza Goñi,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113305,13129,13
1408,3,13,113301,A0200001,13,13129,7,7,10,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar San Joaquín,San Joaquín,MENORES CONTROLADOS,113301,13129,13
1409,3,13,113701,A0200002,13,13129,0,1,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Yalta,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113701,13129,13
1410,4,13,113305,A0200001,13,13129,13,11,6,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Arturo Baeza Goñi,San Joaquín,MENORES CONTROLADOS,113305,13129,13
1411,1,13,113305,A0200001,13,13129,4,5,5,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Arturo Baeza Goñi,San Joaquín,MENORES CONTROLADOS,113305,13129,13
1412,2,13,113305,A0200001,13,13129,6,7,4,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Arturo Baeza Goñi,San Joaquín,MENORES CONTROLADOS,113305,13129,13
1413,4,13,113301,A0200002,13,13129,4,7,2,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar San Joaquín,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113301,13129,13
1414,4,13,113301,A0200001,13,13129,8,9,9,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar San Joaquín,San Joaquín,MENORES CONTROLADOS,113301,13129,13
1415,3,13,113701,A0200001,13,13129,3,1,4,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Yalta,San Joaquín,MENORES CONTROLADOS,113701,13129,13
1416,2,13,113301,A0200002,13,13129,6,4,7,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar San Joaquín,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113301,13129,13
1417,1,13,113301,A0200002,13,13129,6,5,5,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar San Joaquín,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113301,13129,13
1418,1,13,113301,A0200001,13,13129,6,5,12,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar San Joaquín,San Joaquín,MENORES CONTROLADOS,113301,13129,13
1419,3,13,113301,A0200002,13,13129,4,5,8,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar San Joaquín,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113301,13129,13
1420,4,13,113701,A0200002,13,13129,1,2,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Yalta,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113701,13129,13
1421,4,13,113701,A0200001,13,13129,2,4,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Yalta,San Joaquín,MENORES CONTROLADOS,113701,13129,13
