,Mes,IdServicio,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,1° mes,3° mes,6° mes,nombre_ss,nombre_establecimiento,nombre_comuna,Prestación,codigo_deis_establecimiento,codigo_deis_comuna,codigo_deis_servicio
1422,5,13,113701,A0200002,13,13129,1,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Yalta,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113701,13129,13
1423,5,13,113701,A0200001,13,13129,1,,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Yalta,San Joaquín,MENORES CONTROLADOS,113701,13129,13
1424,5,13,113301,A0200002,13,13129,3,8,4,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar San Joaquín,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113301,13129,13
1425,5,13,113301,A0200001,13,13129,8,14,10,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar San Joaquín,San Joaquín,MENORES CONTROLADOS,113301,13129,13
1426,5,13,113305,A0200002,13,13129,3,3,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Arturo Baeza Goñi,San Joaquín,LACTANCIA MATERNA EXCLUSIVA,113305,13129,13
1427,5,13,113305,A0200001,13,13129,4,10,8,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Arturo Baeza Goñi,San Joaquín,MENORES CONTROLADOS,113305,13129,13
1428,4,13,113300,A0200002,13,13130,18,17,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Barros Luco,San Miguel,LACTANCIA MATERNA EXCLUSIVA,113300,13130,13
1429,4,13,113300,A0200001,13,13130,28,29,24,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Barros Luco,San Miguel,MENORES CONTROLADOS,113300,13130,13
1430,2,13,113300,A0200002,13,13130,19,22,12,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Barros Luco,San Miguel,LACTANCIA MATERNA EXCLUSIVA,113300,13130,13
1431,2,13,113300,A0200001,13,13130,24,39,24,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Barros Luco,San Miguel,MENORES CONTROLADOS,113300,13130,13
1432,3,13,113300,A0200002,13,13130,22,16,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Barros Luco,San Miguel,LACTANCIA MATERNA EXCLUSIVA,113300,13130,13
1433,3,13,113300,A0200001,13,13130,31,31,26,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Barros Luco,San Miguel,MENORES CONTROLADOS,113300,13130,13
1434,1,13,113300,A0200002,13,13130,20,12,20,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Barros Luco,San Miguel,LACTANCIA MATERNA EXCLUSIVA,113300,13130,13
1435,1,13,113300,A0200001,13,13130,34,25,36,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Barros Luco,San Miguel,MENORES CONTROLADOS,113300,13130,13
1436,5,13,113300,A0200002,13,13130,12,23,16,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Barros Luco,San Miguel,LACTANCIA MATERNA EXCLUSIVA,113300,13130,13
1437,5,13,113300,A0200001,13,13130,22,39,25,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Barros Luco,San Miguel,MENORES CONTROLADOS,113300,13130,13
1438,4,13,113302,A0200002,13,13130,3,13,10,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Recreo,San Miguel,LACTANCIA MATERNA EXCLUSIVA,113302,13130,13
1439,4,13,113302,A0200001,13,13130,12,20,16,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Recreo,San Miguel,MENORES CONTROLADOS,113302,13130,13
1440,1,13,113302,A0200002,13,13130,9,10,12,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Recreo,San Miguel,LACTANCIA MATERNA EXCLUSIVA,113302,13130,13
1441,1,13,113302,A0200001,13,13130,15,13,21,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Recreo,San Miguel,MENORES CONTROLADOS,113302,13130,13
1442,2,13,113302,A0200002,13,13130,10,18,12,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Recreo,San Miguel,LACTANCIA MATERNA EXCLUSIVA,113302,13130,13
1443,2,13,113302,A0200001,13,13130,12,25,20,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Recreo,San Miguel,MENORES CONTROLADOS,113302,13130,13
1444,3,13,113302,A0200002,13,13130,10,3,15,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Recreo,San Miguel,LACTANCIA MATERNA EXCLUSIVA,113302,13130,13
1445,3,13,113302,A0200001,13,13130,16,7,22,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Recreo,San Miguel,MENORES CONTROLADOS,113302,13130,13
1446,5,13,113302,A0200002,13,13130,4,8,18,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Recreo,San Miguel,LACTANCIA MATERNA EXCLUSIVA,113302,13130,13
1447,5,13,113302,A0200001,13,13130,6,14,26,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Recreo,San Miguel,MENORES CONTROLADOS,113302,13130,13
1448,3,13,200361,A0200002,13,13130,3,3,4,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Atacama,San Miguel,LACTANCIA MATERNA EXCLUSIVA,200361,13130,13
1449,3,13,200361,A0200001,13,13130,9,5,7,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Atacama,San Miguel,MENORES CONTROLADOS,200361,13130,13
1450,1,13,200361,A0200002,13,13130,3,1,6,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Atacama,San Miguel,LACTANCIA MATERNA EXCLUSIVA,200361,13130,13
1451,1,13,200361,A0200001,13,13130,5,4,7,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Atacama,San Miguel,MENORES CONTROLADOS,200361,13130,13
1452,2,13,200361,A0200002,13,13130,2,2,4,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Atacama,San Miguel,LACTANCIA MATERNA EXCLUSIVA,200361,13130,13
1453,2,13,200361,A0200001,13,13130,5,4,6,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Atacama,San Miguel,MENORES CONTROLADOS,200361,13130,13
1454,5,13,200361,A0200002,13,13130,5,2,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Atacama,San Miguel,LACTANCIA MATERNA EXCLUSIVA,200361,13130,13
1455,5,13,200361,A0200001,13,13130,7,6,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Atacama,San Miguel,MENORES CONTROLADOS,200361,13130,13
1456,4,13,200361,A0200002,13,13130,1,3,3,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Atacama,San Miguel,LACTANCIA MATERNA EXCLUSIVA,200361,13130,13
1457,4,13,200361,A0200001,13,13130,5,7,6,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Atacama,San Miguel,MENORES CONTROLADOS,200361,13130,13
1458,4,13,113316,A0200002,13,13401,5,6,5,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Carol Urzúa,San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113316,13401,13
1459,4,13,113316,A0200001,13,13401,10,11,11,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Carol Urzúa,San Bernardo,MENORES CONTROLADOS,113316,13401,13
1460,1,13,113316,A0200002,13,13401,4,5,8,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Carol Urzúa,San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113316,13401,13
1461,1,13,113316,A0200001,13,13401,7,13,17,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Carol Urzúa,San Bernardo,MENORES CONTROLADOS,113316,13401,13
1462,3,13,113316,A0200002,13,13401,6,7,4,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Carol Urzúa,San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113316,13401,13
1463,3,13,113316,A0200001,13,13401,8,11,11,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Carol Urzúa,San Bernardo,MENORES CONTROLADOS,113316,13401,13
1464,2,13,113316,A0200002,13,13401,9,6,4,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Carol Urzúa,San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113316,13401,13
1465,2,13,113316,A0200001,13,13401,17,13,11,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Carol Urzúa,San Bernardo,MENORES CONTROLADOS,113316,13401,13
1466,5,13,113316,A0200002,13,13401,12,5,6,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Carol Urzúa,San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113316,13401,13
1467,5,13,113316,A0200001,13,13401,14,7,12,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Carol Urzúa,San Bernardo,MENORES CONTROLADOS,113316,13401,13
1468,4,13,113328,A0200002,13,13401,9,11,9,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Joan Alsina,San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113328,13401,13
1469,4,13,113328,A0200001,13,13401,14,15,17,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Joan Alsina,San Bernardo,MENORES CONTROLADOS,113328,13401,13
1470,5,13,113328,A0200002,13,13401,9,11,26,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Joan Alsina,San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113328,13401,13
1471,5,13,113328,A0200001,13,13401,11,15,32,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Joan Alsina,San Bernardo,MENORES CONTROLADOS,113328,13401,13
1472,1,13,113328,A0200002,13,13401,15,10,16,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Joan Alsina,San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113328,13401,13
1473,1,13,113328,A0200001,13,13401,20,11,26,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Joan Alsina,San Bernardo,MENORES CONTROLADOS,113328,13401,13
1474,2,13,113328,A0200002,13,13401,5,5,5,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Joan Alsina,San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113328,13401,13
1475,2,13,113328,A0200001,13,13401,8,6,24,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Joan Alsina,San Bernardo,MENORES CONTROLADOS,113328,13401,13
1476,3,13,113328,A0200002,13,13401,12,9,7,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Joan Alsina,San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113328,13401,13
1477,3,13,113328,A0200001,13,13401,24,9,16,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Padre Joan Alsina,San Bernardo,MENORES CONTROLADOS,113328,13401,13
1478,1,13,113332,A0200002,13,13401,11,7,7,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Juan Pablo II ( San Bernardo),San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113332,13401,13
1479,1,13,113332,A0200001,13,13401,15,14,11,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Juan Pablo II ( San Bernardo),San Bernardo,MENORES CONTROLADOS,113332,13401,13
1480,2,13,113332,A0200002,13,13401,4,10,8,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Juan Pablo II ( San Bernardo),San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113332,13401,13
1481,2,13,113332,A0200001,13,13401,7,15,11,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Juan Pablo II ( San Bernardo),San Bernardo,MENORES CONTROLADOS,113332,13401,13
1482,3,13,113332,A0200002,13,13401,10,12,13,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Juan Pablo II ( San Bernardo),San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113332,13401,13
1483,3,13,113332,A0200001,13,13401,16,18,22,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Juan Pablo II ( San Bernardo),San Bernardo,MENORES CONTROLADOS,113332,13401,13
1484,4,13,113332,A0200002,13,13401,11,5,7,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Juan Pablo II ( San Bernardo),San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113332,13401,13
1485,4,13,113332,A0200001,13,13401,14,8,12,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Juan Pablo II ( San Bernardo),San Bernardo,MENORES CONTROLADOS,113332,13401,13
1486,5,13,113332,A0200002,13,13401,10,15,7,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Juan Pablo II ( San Bernardo),San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113332,13401,13
1487,5,13,113332,A0200001,13,13401,23,20,12,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Juan Pablo II ( San Bernardo),San Bernardo,MENORES CONTROLADOS,113332,13401,13
1488,3,13,113716,A0200002,13,13401,1,1,3,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Rapa Nui,San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113716,13401,13
1489,3,13,113716,A0200001,13,13401,4,3,4,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Rapa Nui,San Bernardo,MENORES CONTROLADOS,113716,13401,13
1490,4,13,113394,A0200002,13,13401,4,4,19,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar El Manzano,San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113394,13401,13
1491,4,13,113394,A0200001,13,13401,6,7,34,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar El Manzano,San Bernardo,MENORES CONTROLADOS,113394,13401,13
1492,2,13,113716,A0200001,13,13401,4,2,3,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Rapa Nui,San Bernardo,MENORES CONTROLADOS,113716,13401,13
1493,2,13,113716,A0200002,13,13401,2,,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Rapa Nui,San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113716,13401,13
1494,1,13,113716,A0200002,13,13401,2,0,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Rapa Nui,San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113716,13401,13
1495,1,13,113716,A0200001,13,13401,2,1,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Rapa Nui,San Bernardo,MENORES CONTROLADOS,113716,13401,13
1496,2,13,113394,A0200002,13,13401,13,3,16,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar El Manzano,San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113394,13401,13
1497,2,13,113394,A0200001,13,13401,17,8,34,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar El Manzano,San Bernardo,MENORES CONTROLADOS,113394,13401,13
1498,4,13,113716,A0200002,13,13401,1,3,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Rapa Nui,San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113716,13401,13
1499,4,13,113716,A0200001,13,13401,2,5,5,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Rapa Nui,San Bernardo,MENORES CONTROLADOS,113716,13401,13
1500,5,13,113394,A0200002,13,13401,9,10,10,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar El Manzano,San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113394,13401,13
1501,5,13,113394,A0200001,13,13401,16,19,21,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar El Manzano,San Bernardo,MENORES CONTROLADOS,113394,13401,13
1502,1,13,113394,A0200002,13,13401,10,4,10,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar El Manzano,San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113394,13401,13
1503,1,13,113394,A0200001,13,13401,17,12,23,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar El Manzano,San Bernardo,MENORES CONTROLADOS,113394,13401,13
1504,3,13,113394,A0200002,13,13401,11,11,18,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar El Manzano,San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113394,13401,13
1505,3,13,113394,A0200001,13,13401,17,21,37,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar El Manzano,San Bernardo,MENORES CONTROLADOS,113394,13401,13
1506,5,13,113716,A0200002,13,13401,1,2,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Rapa Nui,San Bernardo,LACTANCIA MATERNA EXCLUSIVA,113716,13401,13
1507,5,13,113716,A0200001,13,13401,2,5,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Rapa Nui,San Bernardo,MENORES CONTROLADOS,113716,13401,13
1508,1,10,110331,A0200002,13,13103,5,13,10,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Amor,Cerro Navia,LACTANCIA MATERNA EXCLUSIVA,110331,13103,10
1509,1,10,110331,A0200001,13,13103,8,21,15,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Amor,Cerro Navia,MENORES CONTROLADOS,110331,13103,10
1510,5,10,110331,A0200002,13,13103,12,5,7,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Amor,Cerro Navia,LACTANCIA MATERNA EXCLUSIVA,110331,13103,10
1511,5,10,110331,A0200001,13,13103,18,9,17,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Lo Amor,Cerro Navia,MENORES CONTROLADOS,110331,13103,10
1512,1,10,110330,A0200001,13,13103,21,31,20,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Adalberto Steeger,Cerro Navia,MENORES CONTROLADOS,110330,13103,10
1513,4,10,110330,A0200001,13,13103,22,19,14,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Adalberto Steeger,Cerro Navia,MENORES CONTROLADOS,110330,13103,10
1514,4,10,110330,A0200002,13,13103,17,6,9,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Adalberto Steeger,Cerro Navia,LACTANCIA MATERNA EXCLUSIVA,110330,13103,10
1515,5,10,110330,A0200002,13,13103,14,14,13,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Adalberto Steeger,Cerro Navia,LACTANCIA MATERNA EXCLUSIVA,110330,13103,10
1516,5,10,110330,A0200001,13,13103,21,29,21,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Adalberto Steeger,Cerro Navia,MENORES CONTROLADOS,110330,13103,10
1517,1,10,110330,A0200002,13,13103,15,14,12,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Adalberto Steeger,Cerro Navia,LACTANCIA MATERNA EXCLUSIVA,110330,13103,10
1518,2,10,110330,A0200001,13,13103,17,21,14,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Adalberto Steeger,Cerro Navia,MENORES CONTROLADOS,110330,13103,10
1519,3,10,110330,A0200001,13,13103,30,13,15,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Adalberto Steeger,Cerro Navia,MENORES CONTROLADOS,110330,13103,10
1520,2,10,110355,A0200002,13,13103,8,8,13,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Arturo Albertz,Cerro Navia,LACTANCIA MATERNA EXCLUSIVA,110355,13103,10
1521,2,10,110355,A0200001,13,13103,16,12,19,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Arturo Albertz,Cerro Navia,MENORES CONTROLADOS,110355,13103,10
1522,1,10,110355,A0200002,13,13103,12,7,4,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Arturo Albertz,Cerro Navia,LACTANCIA MATERNA EXCLUSIVA,110355,13103,10
1523,1,10,110355,A0200001,13,13103,21,13,11,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Arturo Albertz,Cerro Navia,MENORES CONTROLADOS,110355,13103,10
1524,3,10,110355,A0200002,13,13103,7,11,9,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Arturo Albertz,Cerro Navia,LACTANCIA MATERNA EXCLUSIVA,110355,13103,10
1525,3,10,110355,A0200001,13,13103,16,13,12,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Arturo Albertz,Cerro Navia,MENORES CONTROLADOS,110355,13103,10
1526,4,10,110355,A0200002,13,13103,5,7,6,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Arturo Albertz,Cerro Navia,LACTANCIA MATERNA EXCLUSIVA,110355,13103,10
1527,4,10,110355,A0200001,13,13103,15,13,8,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Arturo Albertz,Cerro Navia,MENORES CONTROLADOS,110355,13103,10
1528,4,10,110335,A0200001,13,13103,9,3,16,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Cerro Navia,Cerro Navia,MENORES CONTROLADOS,110335,13103,10
1529,1,10,110335,A0200002,13,13103,14,12,4,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Cerro Navia,Cerro Navia,LACTANCIA MATERNA EXCLUSIVA,110335,13103,10
1530,2,10,110335,A0200001,13,13103,12,3,10,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Cerro Navia,Cerro Navia,MENORES CONTROLADOS,110335,13103,10
1531,2,10,110335,A0200002,13,13103,10,1,6,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Cerro Navia,Cerro Navia,LACTANCIA MATERNA EXCLUSIVA,110335,13103,10
1532,4,10,110335,A0200002,13,13103,5,3,11,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Cerro Navia,Cerro Navia,LACTANCIA MATERNA EXCLUSIVA,110335,13103,10
1533,1,10,110335,A0200001,13,13103,17,18,7,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Cerro Navia,Cerro Navia,MENORES CONTROLADOS,110335,13103,10
1534,5,10,110335,A0200002,13,13103,10,6,4,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Cerro Navia,Cerro Navia,LACTANCIA MATERNA EXCLUSIVA,110335,13103,10
1535,5,10,110335,A0200001,13,13103,14,12,7,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Cerro Navia,Cerro Navia,MENORES CONTROLADOS,110335,13103,10
1536,3,10,110335,A0200002,13,13103,14,11,5,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Cerro Navia,Cerro Navia,LACTANCIA MATERNA EXCLUSIVA,110335,13103,10
1537,3,10,110335,A0200001,13,13103,16,13,8,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Cerro Navia,Cerro Navia,MENORES CONTROLADOS,110335,13103,10
1538,4,10,110735,A0200002,13,13103,,2,,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Los Lagos (Unidad Vecinal Nº 33),Cerro Navia,LACTANCIA MATERNA EXCLUSIVA,110735,13103,10
1539,4,10,110735,A0200001,13,13103,1,2,2,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Los Lagos (Unidad Vecinal Nº 33),Cerro Navia,MENORES CONTROLADOS,110735,13103,10
1540,1,10,110735,A0200001,13,13103,1,3,2,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Los Lagos (Unidad Vecinal Nº 33),Cerro Navia,MENORES CONTROLADOS,110735,13103,10
