,descripcion_prestacion,Mes,IdServicio,Ano,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,Maternidad,Neonatología,Pueblos originarios,Migrantes,nombre_ss,nombre_establecimiento,nombre_comuna
4030849,Total de recién nacidos/as egresados/as,12,11,2024,111100,24200134,13,13101,226.0,43.0,0.0,227.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4030850,RN egresados con LME durante hospitalización y al alta,12,11,2024,111100,24300103,13,13101,201.0,,0.0,168.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4030851,RN egresados con madres serología positiva (VIH),12,11,2024,111100,29101770,13,13101,,1.0,0.0,1.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4030852,Egresados con lactancia materna exclusiva (código histórico),12,11,2024,111100,24200100,13,13101,223.0,16.0,0.0,194.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4032277,Egresados con lactancia materna exclusiva (código histórico),11,11,2024,111100,24200100,13,13101,217.0,27.0,0.0,192.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4032469,Total de recién nacidos/as egresados/as,11,11,2024,111100,24200134,13,13101,221.0,58.0,0.0,252.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4032470,RN egresados con LME durante hospitalización y al alta,11,11,2024,111100,24300103,13,13101,194.0,0.0,0.0,152.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4033449,Total de recién nacidos/as egresados/as,3,11,2024,111100,24200134,13,13101,251.0,59.0,0.0,281.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4033450,RN egresados con LME durante hospitalización y al alta,3,11,2024,111100,24300103,13,13101,214.0,,0.0,177.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4033451,Egresados con lactancia materna exclusiva (código histórico),3,11,2024,111100,24200100,13,13101,245.0,21.0,0.0,215.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4033910,Total de recién nacidos/as egresados/as,6,11,2024,111100,24200134,13,13101,237.0,60.0,1.0,228.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4033911,RN egresados con LME durante hospitalización y al alta,6,11,2024,111100,24300103,13,13101,206.0,,0.0,160.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4033912,RN egresados con madres serología positiva (VIH),6,11,2024,111100,29101770,13,13101,,2.0,0.0,1.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4033913,Egresados con lactancia materna exclusiva (código histórico),6,11,2024,111100,24200100,13,13101,230.0,26.0,0.0,194.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4034281,Total de recién nacidos/as egresados/as,8,11,2024,111100,24200134,13,13101,237.0,57.0,1.0,263.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4034282,RN egresados con LME durante hospitalización y al alta,8,11,2024,111100,24300103,13,13101,204.0,0.0,1.0,169.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4034283,RN egresados con madres serología positiva (VIH),8,11,2024,111100,29101770,13,13101,0.0,3.0,0.0,3.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4034284,RN egresados con madres acogidas a Ley 21.155,8,11,2024,111100,29101772,13,13101,0.0,1.0,0.0,1.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4034285,Egresados con lactancia materna exclusiva (código histórico),8,11,2024,111100,24200100,13,13101,232.0,23.0,1.0,208.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4034360,Egresados con lactancia materna exclusiva (código histórico),5,11,2024,111100,24200100,13,13101,242.0,20.0,0.0,223.0,Servicio de Salud Metropolitano Central,Hospital Clínico San Borja Arriarán,Santiago
4106768,Total de recién nacidos/as egresados/as,5,11,2024,111101,24200134,13,13119,193.0,32.0,42.0,3.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4106769,RN egresados con LME durante hospitalización y al alta,5,11,2024,111101,24300103,13,13119,163.0,,34.0,3.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4106770,RN egresados con madres acogidas a Ley 21.155,5,11,2024,111101,29101772,13,13119,2.0,,0.0,0.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4106771,Egresados con lactancia materna exclusiva (código histórico),5,11,2024,111101,24200100,13,13119,176.0,7.0,37.0,3.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4107742,Total de recién nacidos/as egresados/as,7,11,2024,111101,24200134,13,13119,163.0,48.0,4.0,43.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4107743,RN egresados con LME durante hospitalización y al alta,7,11,2024,111101,24300103,13,13119,136.0,,3.0,37.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4107744,RN egresados con madres acogidas a Ley 21.155,7,11,2024,111101,29101772,13,13119,1.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4107745,Egresados con lactancia materna exclusiva (código histórico),7,11,2024,111101,24200100,13,13119,149.0,18.0,4.0,41.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4109671,Total de recién nacidos/as egresados/as,9,11,2024,111101,24200134,13,13119,186.0,46.0,5.0,60.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4109672,RN egresados con LME durante hospitalización y al alta,9,11,2024,111101,24300103,13,13119,149.0,0.0,3.0,42.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4110300,Total de recién nacidos/as egresados/as,6,11,2024,111101,24200134,13,13119,181.0,22.0,5.0,35.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4110301,RN egresados con LME durante hospitalización y al alta,6,11,2024,111101,24300103,13,13119,159.0,0.0,5.0,31.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4110302,Egresados con lactancia materna exclusiva (código histórico),6,11,2024,111101,24200100,13,13119,170.0,8.0,5.0,32.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4110734,RN egresados con madres acogidas a Ley 21.155,9,11,2024,111101,29101772,13,13119,1.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4110735,Egresados con lactancia materna exclusiva (código histórico),9,11,2024,111101,24200100,13,13119,172.0,16.0,4.0,52.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4112329,Total de recién nacidos/as egresados/as,10,11,2024,111101,24200134,13,13119,183.0,32.0,0.0,0.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4112330,RN egresados con LME durante hospitalización y al alta,10,11,2024,111101,24300103,13,13119,148.0,,6.0,44.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4112331,Egresados con lactancia materna exclusiva (código histórico),10,11,2024,111101,24200100,13,13119,162.0,11.0,6.0,47.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4116179,Total de recién nacidos/as egresados/as,2,11,2024,111101,24200134,13,13119,175.0,30.0,4.0,42.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4116180,RN egresados con LME durante hospitalización y al alta,2,11,2024,111101,24300103,13,13119,142.0,,3.0,35.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4116181,RN egresados con madres acogidas a Ley 21.155,2,11,2024,111101,29101772,13,13119,1.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4116182,Egresados con lactancia materna exclusiva (código histórico),2,11,2024,111101,24200100,13,13119,155.0,1.0,3.0,0.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4117953,Total de recién nacidos/as egresados/as,3,11,2024,111101,24200134,13,13119,199.0,44.0,1.0,50.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4117954,RN egresados con LME durante hospitalización y al alta,3,11,2024,111101,24300103,13,13119,161.0,,1.0,44.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4117955,RN egresados con madres acogidas a Ley 21.155,3,11,2024,111101,29101772,13,13119,4.0,,0.0,0.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4117956,Egresados con lactancia materna exclusiva (código histórico),3,11,2024,111101,24200100,13,13119,180.0,7.0,1.0,47.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4119102,Total de recién nacidos/as egresados/as,4,11,2024,111101,24200134,13,13119,194.0,43.0,9.0,39.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4119103,RN egresados con LME durante hospitalización y al alta,4,11,2024,111101,24300103,13,13119,159.0,,7.0,30.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4119104,RN egresados con madres serología positiva (VIH),4,11,2024,111101,29101770,13,13119,1.0,,0.0,0.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4119105,RN egresados con madres acogidas a Ley 21.155,4,11,2024,111101,29101772,13,13119,2.0,,1.0,0.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4119106,Egresados con lactancia materna exclusiva (código histórico),4,11,2024,111101,24200100,13,13119,177.0,3.0,7.0,33.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4121886,Total de recién nacidos/as egresados/as,12,11,2024,111101,24200134,13,13119,148.0,24.0,6.0,49.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4121887,RN egresados con LME durante hospitalización y al alta,12,11,2024,111101,24300103,13,13119,119.0,,4.0,45.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4121888,Egresados con lactancia materna exclusiva (código histórico),12,11,2024,111101,24200100,13,13119,132.0,3.0,5.0,48.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4125047,Total de recién nacidos/as egresados/as,8,11,2024,111101,24200134,13,13119,182.0,31.0,6.0,42.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4125048,RN egresados con LME durante hospitalización y al alta,8,11,2024,111101,24300103,13,13119,130.0,,5.0,37.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4125049,RN egresados con madres acogidas a Ley 21.155,8,11,2024,111101,29101772,13,13119,,1.0,0.0,0.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4125050,Egresados con lactancia materna exclusiva (código histórico),8,11,2024,111101,24200100,13,13119,155.0,14.0,6.0,40.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4125509,Total de recién nacidos/as egresados/as,1,11,2024,111101,24200134,13,13119,192.0,27.0,3.0,58.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4125510,RN egresados con LME durante hospitalización y al alta,1,11,2024,111101,24300103,13,13119,162.0,,2.0,43.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4125511,Egresados con lactancia materna exclusiva (código histórico),1,11,2024,111101,24200100,13,13119,179.0,3.0,2.0,48.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4126327,Total de recién nacidos/as egresados/as,11,11,2024,111101,24200134,13,13119,152.0,32.0,7.0,32.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4126328,RN egresados con LME durante hospitalización y al alta,11,11,2024,111101,24300103,13,13119,125.0,,5.0,29.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
4126329,Egresados con lactancia materna exclusiva (código histórico),11,11,2024,111101,24200100,13,13119,144.0,4.0,7.0,32.0,Servicio de Salud Metropolitano Central,Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada,Maipú
5243863,Total de recién nacidos/as egresados/as,12,14,2024,114105,24200134,13,13110,134.0,31.0,2.0,36.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5243864,RN egresados con LME durante hospitalización y al alta,12,14,2024,114105,24300103,13,13110,134.0,0.0,2.0,30.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5243865,Egresados con lactancia materna exclusiva (código histórico),12,14,2024,114105,24200100,13,13110,134.0,9.0,2.0,30.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5244838,Total de recién nacidos/as egresados/as,11,14,2024,114105,24200134,13,13110,118.0,35.0,1.0,3.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5244839,RN egresados con LME durante hospitalización y al alta,11,14,2024,114105,24300103,13,13110,118.0,1.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5244840,Egresados con lactancia materna exclusiva (código histórico),11,14,2024,114105,24200100,13,13110,118.0,16.0,1.0,2.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5245459,Total de recién nacidos/as egresados/as,6,14,2024,114105,24200134,13,13110,151.0,56.0,5.0,29.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5245478,Total de recién nacidos/as egresados/as,7,14,2024,114105,24200134,13,13110,158.0,47.0,32.0,9.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5245479,RN egresados con LME durante hospitalización y al alta,7,14,2024,114105,24300103,13,13110,130.0,0.0,31.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5245480,RN egresados con madres serología positiva (HTLV-1),7,14,2024,114105,29101771,13,13110,1.0,0.0,1.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5245481,Egresados con lactancia materna exclusiva (código histórico),7,14,2024,114105,24200100,13,13110,130.0,17.0,31.0,3.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5245497,RN egresados con LME durante hospitalización y al alta,6,14,2024,114105,24300103,13,13110,121.0,0.0,5.0,23.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5245498,Egresados con lactancia materna exclusiva (código histórico),6,14,2024,114105,24200100,13,13110,121.0,24.0,5.0,21.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5245695,Total de recién nacidos/as egresados/as,10,14,2024,114105,24200134,13,13110,134.0,13.0,2.0,31.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5245696,RN egresados con LME durante hospitalización y al alta,10,14,2024,114105,24300103,13,13110,134.0,0.0,2.0,30.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5245697,Egresados con lactancia materna exclusiva (código histórico),10,14,2024,114105,24200100,13,13110,134.0,9.0,2.0,30.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5247112,Total de recién nacidos/as egresados/as,4,14,2024,114105,24200134,13,13110,142.0,40.0,1.0,30.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5247113,RN egresados con LME durante hospitalización y al alta,4,14,2024,114105,24300103,13,13110,142.0,2.0,1.0,28.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5247114,Egresados con lactancia materna exclusiva (código histórico),4,14,2024,114105,24200100,13,13110,142.0,15.0,2.0,58.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5247490,Total de recién nacidos/as egresados/as,9,14,2024,114105,24200134,13,13110,125.0,,5.0,34.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5247491,RN egresados con LME durante hospitalización y al alta,9,14,2024,114105,24300103,13,13110,125.0,,5.0,34.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5247492,Egresados con lactancia materna exclusiva (código histórico),9,14,2024,114105,24200100,13,13110,125.0,,5.0,34.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5247525,Total de recién nacidos/as egresados/as,3,14,2024,114105,24200134,13,13110,139.0,42.0,6.0,37.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5247526,RN egresados con LME durante hospitalización y al alta,3,14,2024,114105,24300103,13,13110,138.0,0.0,5.0,32.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5247527,RN egresados con madres serología positiva (VIH),3,14,2024,114105,29101770,13,13110,1.0,,0.0,1.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5247528,Egresados con lactancia materna exclusiva (código histórico),3,14,2024,114105,24200100,13,13110,138.0,18.0,6.0,37.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5247994,Total de recién nacidos/as egresados/as,5,14,2024,114105,24200134,13,13110,134.0,38.0,4.0,39.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5247995,RN egresados con LME durante hospitalización y al alta,5,14,2024,114105,24300103,13,13110,134.0,0.0,2.0,31.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5247996,Egresados con lactancia materna exclusiva (código histórico),5,14,2024,114105,24200100,13,13110,134.0,17.0,3.0,34.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5250682,Total de recién nacidos/as egresados/as,1,14,2024,114105,24200134,13,13110,115.0,38.0,5.0,34.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5250683,RN egresados con LME durante hospitalización y al alta,1,14,2024,114105,24300103,13,13110,115.0,0.0,5.0,29.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5250684,Egresados con lactancia materna exclusiva (código histórico),1,14,2024,114105,24200100,13,13110,115.0,12.0,5.0,34.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5251562,Total de recién nacidos/as egresados/as,2,14,2024,114105,24200134,13,13110,106.0,66.0,1.0,36.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5251563,RN egresados con LME durante hospitalización y al alta,2,14,2024,114105,24300103,13,13110,105.0,,1.0,28.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5251564,RN egresados con madres serología positiva (HTLV-1),2,14,2024,114105,29101771,13,13110,1.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5251565,Egresados con lactancia materna exclusiva (código histórico),2,14,2024,114105,24200100,13,13110,105.0,29.0,1.0,36.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5253195,Total de recién nacidos/as egresados/as,8,14,2024,114105,24200134,13,13110,127.0,34.0,4.0,40.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5253196,RN egresados con LME durante hospitalización y al alta,8,14,2024,114105,24300103,13,13110,127.0,0.0,4.0,32.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5253197,Egresados con lactancia materna exclusiva (código histórico),8,14,2024,114105,24200100,13,13110,127.0,14.0,4.0,35.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,La Florida
5375064,Total de recién nacidos/as egresados/as,3,14,2024,114103,24200134,13,13131,171.0,36.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5375065,RN egresados con LME durante hospitalización y al alta,3,14,2024,114103,24300103,13,13131,167.0,23.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5375066,Egresados con lactancia materna exclusiva (código histórico),3,14,2024,114103,24200100,13,13131,167.0,23.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5377563,Total de recién nacidos/as egresados/as,5,14,2024,114103,24200134,13,13131,158.0,45.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5377564,RN egresados con LME durante hospitalización y al alta,5,14,2024,114103,24300103,13,13131,151.0,29.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5377565,Egresados con lactancia materna exclusiva (código histórico),5,14,2024,114103,24200100,13,13131,151.0,29.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5380573,Total de recién nacidos/as egresados/as,1,14,2024,114103,24200134,13,13131,178.0,48.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5380574,RN egresados con LME durante hospitalización y al alta,1,14,2024,114103,24300103,13,13131,171.0,33.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5380575,Egresados con lactancia materna exclusiva (código histórico),1,14,2024,114103,24200100,13,13131,171.0,33.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5380887,Total de recién nacidos/as egresados/as,2,14,2024,114103,24200134,13,13131,176.0,49.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5380888,RN egresados con LME durante hospitalización y al alta,2,14,2024,114103,24300103,13,13131,169.0,31.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5380889,Egresados con lactancia materna exclusiva (código histórico),2,14,2024,114103,24200100,13,13131,169.0,31.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5381593,Total de recién nacidos/as egresados/as,4,14,2024,114103,24200134,13,13131,182.0,46.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5381594,RN egresados con LME durante hospitalización y al alta,4,14,2024,114103,24300103,13,13131,172.0,25.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5381595,Egresados con lactancia materna exclusiva (código histórico),4,14,2024,114103,24200100,13,13131,172.0,25.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5382337,Total de recién nacidos/as egresados/as,7,14,2024,114103,24200134,13,13131,137.0,45.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5382338,RN egresados con LME durante hospitalización y al alta,7,14,2024,114103,24300103,13,13131,130.0,31.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5382339,Egresados con lactancia materna exclusiva (código histórico),7,14,2024,114103,24200100,13,13131,130.0,31.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
5384194,Total de recién nacidos/as egresados/as,9,14,2024,114103,24200134,13,13131,134.0,50.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Hospital Padre Alberto Hurtado (San Ramón),San Ramón
