,descripcion_prestacion,Mes,IdServicio,Ano,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,Maternidad,Neonatología,Pueblos originarios,Migrantes,nombre_ss,nombre_establecimiento,nombre_comuna
2460723,Total de recién nacidos/as egresados/as,11,10,2024,110140,24200134,13,13605,5.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2460724,RN egresados con LME durante hospitalización y al alta,11,10,2024,110140,24300103,13,13605,5.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2460725,Egresados con lactancia materna exclusiva (código histórico),11,10,2024,110140,24200100,13,13605,5.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Occidente,Hospital de Peñaflor,Peñaflor
2889323,Total de recién nacidos/as egresados/as,3,13,2024,113100,24200134,13,13130,203.0,57.0,1.0,83.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2889324,RN egresados con LME durante hospitalización y al alta,3,13,2024,113100,24300103,13,13130,184.0,0.0,1.0,79.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2889325,RN egresados con madres serología positiva (HTLV-1),3,13,2024,113100,29101771,13,13130,2.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2889326,RN egresados con madres acogidas a Ley 21.155,3,13,2024,113100,29101772,13,13130,3.0,0.0,0.0,2.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2889327,Egresados con lactancia materna exclusiva (código histórico),3,13,2024,113100,24200100,13,13130,187.0,6.0,1.0,81.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2889817,Total de recién nacidos/as egresados/as,9,13,2024,113100,24200134,13,13130,179.0,43.0,2.0,94.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2889818,RN egresados con LME durante hospitalización y al alta,9,13,2024,113100,24300103,13,13130,167.0,0.0,2.0,77.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2889819,RN egresados con madres serología positiva (VIH),9,13,2024,113100,29101770,13,13130,3.0,0.0,0.0,3.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2889820,RN egresados con madres acogidas a Ley 21.155,9,13,2024,113100,29101772,13,13130,3.0,0.0,0.0,1.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2889821,Egresados con lactancia materna exclusiva (código histórico),9,13,2024,113100,24200100,13,13130,171.0,2.0,2.0,78.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2890490,Total de recién nacidos/as egresados/as,11,13,2024,113100,24200134,13,13130,168.0,46.0,4.0,78.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2890491,RN egresados con LME durante hospitalización y al alta,11,13,2024,113100,24300103,13,13130,154.0,0.0,0.0,70.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2890492,RN egresados con madres serología positiva (VIH),11,13,2024,113100,29101770,13,13130,4.0,2.0,0.0,5.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2890493,RN egresados con madres acogidas a Ley 21.155,11,13,2024,113100,29101772,13,13130,4.0,0.0,0.0,1.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2890494,Egresados con lactancia materna exclusiva (código histórico),11,13,2024,113100,24200100,13,13130,157.0,6.0,4.0,71.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2890618,RN egresados con madres acogidas a Ley 21.155,10,13,2024,113100,29101772,13,13130,1.0,0.0,0.0,1.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2890619,Egresados con lactancia materna exclusiva (código histórico),10,13,2024,113100,24200100,13,13130,172.0,5.0,5.0,80.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2890662,Total de recién nacidos/as egresados/as,10,13,2024,113100,24200134,13,13130,178.0,42.0,5.0,90.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2890663,RN egresados con LME durante hospitalización y al alta,10,13,2024,113100,24300103,13,13130,171.0,2.0,5.0,81.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2892978,Total de recién nacidos/as egresados/as,2,13,2024,113100,24200134,13,13130,176.0,36.0,6.0,74.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2892979,RN egresados con LME durante hospitalización y al alta,2,13,2024,113100,24300103,13,13130,168.0,0.0,5.0,67.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2892980,RN egresados con madres serología positiva (VIH),2,13,2024,113100,29101770,13,13130,1.0,0.0,0.0,1.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2892981,Egresados con lactancia materna exclusiva (código histórico),2,13,2024,113100,24200100,13,13130,171.0,3.0,5.0,70.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2894076,Total de recién nacidos/as egresados/as,12,13,2024,113100,24200134,13,13130,178.0,36.0,4.0,80.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2894077,RN egresados con LME durante hospitalización y al alta,12,13,2024,113100,24300103,13,13130,164.0,6.0,4.0,72.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2894078,RN egresados con madres serología positiva (VIH),12,13,2024,113100,29101770,13,13130,1.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2894079,RN egresados con madres acogidas a Ley 21.155,12,13,2024,113100,29101772,13,13130,4.0,0.0,0.0,2.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2894080,Egresados con lactancia materna exclusiva (código histórico),12,13,2024,113100,24200100,13,13130,173.0,6.0,4.0,78.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2895414,Total de recién nacidos/as egresados/as,4,13,2024,113100,24200134,13,13130,206.0,56.0,6.0,99.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2895415,RN egresados con LME durante hospitalización y al alta,4,13,2024,113100,24300103,13,13130,191.0,1.0,6.0,83.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2895416,RN egresados con madres serología positiva (VIH),4,13,2024,113100,29101770,13,13130,2.0,0.0,0.0,2.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2895417,RN egresados con madres serología positiva (HTLV-1),4,13,2024,113100,29101771,13,13130,1.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2895418,RN egresados con madres acogidas a Ley 21.155,4,13,2024,113100,29101772,13,13130,1.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2895419,Egresados con lactancia materna exclusiva (código histórico),4,13,2024,113100,24200100,13,13130,198.0,1.0,6.0,85.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2898531,Total de recién nacidos/as egresados/as,1,13,2024,113100,24200134,13,13130,181.0,54.0,1.0,64.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2898532,RN egresados con LME durante hospitalización y al alta,1,13,2024,113100,24300103,13,13130,173.0,0.0,1.0,62.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2898533,RN egresados con madres serología positiva (VIH),1,13,2024,113100,29101770,13,13130,3.0,0.0,0.0,2.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2898534,Egresados con lactancia materna exclusiva (código histórico),1,13,2024,113100,24200100,13,13130,178.0,26.0,1.0,62.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2900126,Total de recién nacidos/as egresados/as,8,13,2024,113100,24200134,13,13130,177.0,40.0,3.0,81.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2900127,RN egresados con LME durante hospitalización y al alta,8,13,2024,113100,24300103,13,13130,166.0,2.0,2.0,75.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2900128,RN egresados con madres serología positiva (VIH),8,13,2024,113100,29101770,13,13130,1.0,3.0,0.0,1.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2900129,RN egresados con madres acogidas a Ley 21.155,8,13,2024,113100,29101772,13,13130,1.0,0.0,1.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2900130,Egresados con lactancia materna exclusiva (código histórico),8,13,2024,113100,24200100,13,13130,171.0,2.0,2.0,78.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2901264,Total de recién nacidos/as egresados/as,5,13,2024,113100,24200134,13,13130,187.0,53.0,10.0,92.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2901265,RN egresados con LME durante hospitalización y al alta,5,13,2024,113100,24300103,13,13130,179.0,0.0,1.0,75.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2901266,RN egresados con madres serología positiva (VIH),5,13,2024,113100,29101770,13,13130,2.0,0.0,0.0,1.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2901267,RN egresados con madres acogidas a Ley 21.155,5,13,2024,113100,29101772,13,13130,1.0,0.0,0.0,1.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2901268,Egresados con lactancia materna exclusiva (código histórico),5,13,2024,113100,24200100,13,13130,182.0,3.0,10.0,92.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2902109,Total de recién nacidos/as egresados/as,6,13,2024,113100,24200134,13,13130,194.0,47.0,3.0,71.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2902110,RN egresados con LME durante hospitalización y al alta,6,13,2024,113100,24300103,13,13130,181.0,3.0,3.0,70.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2902111,RN egresados con madres serología positiva (VIH),6,13,2024,113100,29101770,13,13130,1.0,1.0,0.0,2.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2902112,RN egresados con madres acogidas a Ley 21.155,6,13,2024,113100,29101772,13,13130,3.0,0.0,0.0,1.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2902113,Egresados con lactancia materna exclusiva (código histórico),6,13,2024,113100,24200100,13,13130,185.0,3.0,3.0,71.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2902493,Total de recién nacidos/as egresados/as,7,13,2024,113100,24200134,13,13130,171.0,54.0,6.0,75.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2902494,RN egresados con LME durante hospitalización y al alta,7,13,2024,113100,24300103,13,13130,160.0,0.0,6.0,57.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2902495,RN egresados con madres serología positiva (VIH),7,13,2024,113100,29101770,13,13130,0.0,2.0,0.0,2.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2902496,RN egresados con madres acogidas a Ley 21.155,7,13,2024,113100,29101772,13,13130,3.0,0.0,0.0,2.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2902497,Egresados con lactancia materna exclusiva (código histórico),7,13,2024,113100,24200100,13,13130,166.0,3.0,6.0,58.0,Servicio de Salud Metropolitano Sur,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",San Miguel
2946810,Total de recién nacidos/as egresados/as,11,13,2024,113180,24200134,13,13401,88.0,28.0,0.0,5.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2946811,RN egresados con LME durante hospitalización y al alta,11,13,2024,113180,24300103,13,13401,81.0,6.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2946812,RN egresados con madres acogidas a Ley 21.155,11,13,2024,113180,29101772,13,13401,2.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2946813,Egresados con lactancia materna exclusiva (código histórico),11,13,2024,113180,24200100,13,13401,81.0,6.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2947150,Total de recién nacidos/as egresados/as,1,13,2024,113180,24200134,13,13401,104.0,52.0,0.0,7.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2947151,RN egresados con LME durante hospitalización y al alta,1,13,2024,113180,24300103,13,13401,78.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2947152,Egresados con lactancia materna exclusiva (código histórico),1,13,2024,113180,24200100,13,13401,95.0,7.0,0.0,7.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2947277,Total de recién nacidos/as egresados/as,2,13,2024,113180,24200134,13,13401,92.0,53.0,0.0,4.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2947278,RN egresados con LME durante hospitalización y al alta,2,13,2024,113180,24300103,13,13401,74.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2947279,Egresados con lactancia materna exclusiva (código histórico),2,13,2024,113180,24200100,13,13401,86.0,18.0,0.0,4.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2947564,Total de recién nacidos/as egresados/as,4,13,2024,113180,24200134,13,13401,140.0,57.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2947565,RN egresados con LME durante hospitalización y al alta,4,13,2024,113180,24300103,13,13401,115.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2947566,RN egresados con madres acogidas a Ley 21.155,4,13,2024,113180,29101772,13,13401,5.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2947567,Egresados con lactancia materna exclusiva (código histórico),4,13,2024,113180,24200100,13,13401,129.0,13.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2947690,Total de recién nacidos/as egresados/as,3,13,2024,113180,24200134,13,13401,101.0,45.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2947691,RN egresados con LME durante hospitalización y al alta,3,13,2024,113180,24300103,13,13401,68.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2947692,Egresados con lactancia materna exclusiva (código histórico),3,13,2024,113180,24200100,13,13401,95.0,6.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2947777,Total de recién nacidos/as egresados/as,8,13,2024,113180,24200134,13,13401,123.0,57.0,0.0,11.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2947778,RN egresados con LME durante hospitalización y al alta,8,13,2024,113180,24300103,13,13401,90.0,5.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2947779,RN egresados con madres acogidas a Ley 21.155,8,13,2024,113180,29101772,13,13401,2.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2947780,Egresados con lactancia materna exclusiva (código histórico),8,13,2024,113180,24200100,13,13401,115.0,9.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2948176,Total de recién nacidos/as egresados/as,5,13,2024,113180,24200134,13,13401,161.0,42.0,0.0,34.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2948177,RN egresados con LME durante hospitalización y al alta,5,13,2024,113180,24300103,13,13401,119.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2948178,RN egresados con madres serología positiva (VIH),5,13,2024,113180,29101770,13,13401,0.0,1.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2948179,RN egresados con madres acogidas a Ley 21.155,5,13,2024,113180,29101772,13,13401,2.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2948180,Egresados con lactancia materna exclusiva (código histórico),5,13,2024,113180,24200100,13,13401,152.0,11.0,0.0,34.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2948327,Total de recién nacidos/as egresados/as,6,13,2024,113180,24200134,13,13401,124.0,56.0,0.0,18.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2948328,RN egresados con LME durante hospitalización y al alta,6,13,2024,113180,24300103,13,13401,94.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2948329,Egresados con lactancia materna exclusiva (código histórico),6,13,2024,113180,24200100,13,13401,118.0,9.0,0.0,18.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2948626,Total de recién nacidos/as egresados/as,7,13,2024,113180,24200134,13,13401,108.0,52.0,0.0,9.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2948627,RN egresados con LME durante hospitalización y al alta,7,13,2024,113180,24300103,13,13401,80.0,3.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2948628,RN egresados con madres acogidas a Ley 21.155,7,13,2024,113180,29101772,13,13401,1.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2948629,Egresados con lactancia materna exclusiva (código histórico),7,13,2024,113180,24200100,13,13401,101.0,13.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2949300,Total de recién nacidos/as egresados/as,10,13,2024,113180,24200134,13,13401,90.0,44.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2949301,RN egresados con LME durante hospitalización y al alta,10,13,2024,113180,24300103,13,13401,66.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2949302,Egresados con lactancia materna exclusiva (código histórico),10,13,2024,113180,24200100,13,13401,84.0,9.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2949486,Total de recién nacidos/as egresados/as,9,13,2024,113180,24200134,13,13401,106.0,42.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2949487,RN egresados con LME durante hospitalización y al alta,9,13,2024,113180,24300103,13,13401,89.0,2.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2949488,Egresados con lactancia materna exclusiva (código histórico),9,13,2024,113180,24200100,13,13401,101.0,12.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2949729,Total de recién nacidos/as egresados/as,12,13,2024,113180,24200134,13,13401,101.0,39.0,0.0,1.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2949730,RN egresados con LME durante hospitalización y al alta,12,13,2024,113180,24300103,13,13401,75.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2949731,RN egresados con madres acogidas a Ley 21.155,12,13,2024,113180,29101772,13,13401,1.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2949732,Egresados con lactancia materna exclusiva (código histórico),12,13,2024,113180,24200100,13,13401,95.0,2.0,0.0,0.0,Servicio de Salud Metropolitano Sur,"Hospital El Pino (Santiago, San Bernardo)",San Bernardo
2954770,Total de recién nacidos/as egresados/as,6,13,2024,113190,24200134,13,13401,98.0,6.0,0.0,6.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2954771,RN egresados con LME durante hospitalización y al alta,6,13,2024,113190,24300103,13,13401,98.0,0.0,0.0,6.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2954772,Egresados con lactancia materna exclusiva (código histórico),6,13,2024,113190,24200100,13,13401,98.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2956048,Total de recién nacidos/as egresados/as,3,13,2024,113190,24200134,13,13401,94.0,0.0,0.0,4.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2956049,RN egresados con LME durante hospitalización y al alta,3,13,2024,113190,24300103,13,13401,88.0,0.0,0.0,4.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2956050,Egresados con lactancia materna exclusiva (código histórico),3,13,2024,113190,24200100,13,13401,88.0,0.0,0.0,4.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2958920,Total de recién nacidos/as egresados/as,7,13,2024,113190,24200134,13,13401,82.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2958921,RN egresados con LME durante hospitalización y al alta,7,13,2024,113190,24300103,13,13401,77.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2958922,Egresados con lactancia materna exclusiva (código histórico),7,13,2024,113190,24200100,13,13401,77.0,,0.0,0.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2959561,Total de recién nacidos/as egresados/as,1,13,2024,113190,24200134,13,13401,101.0,0.0,1.0,7.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2959562,RN egresados con LME durante hospitalización y al alta,1,13,2024,113190,24300103,13,13401,101.0,0.0,1.0,7.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2959563,Egresados con lactancia materna exclusiva (código histórico),1,13,2024,113190,24200100,13,13401,101.0,0.0,1.0,7.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2959710,RN egresados con LME durante hospitalización y al alta,10,13,2024,113190,24300103,13,13401,94.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2959711,Egresados con lactancia materna exclusiva (código histórico),10,13,2024,113190,24200100,13,13401,94.0,6.0,1.0,9.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2959768,Total de recién nacidos/as egresados/as,12,13,2024,113190,24200134,13,13401,45.0,9.0,0.0,9.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2959769,RN egresados con LME durante hospitalización y al alta,12,13,2024,113190,24300103,13,13401,45.0,0.0,0.0,9.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2959770,Egresados con lactancia materna exclusiva (código histórico),12,13,2024,113190,24200100,13,13401,45.0,9.0,0.0,9.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2960215,Total de recién nacidos/as egresados/as,11,13,2024,113190,24200134,13,13401,40.0,13.0,1.0,3.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2960216,RN egresados con LME durante hospitalización y al alta,11,13,2024,113190,24300103,13,13401,38.0,5.0,1.0,3.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2960217,Egresados con lactancia materna exclusiva (código histórico),11,13,2024,113190,24200100,13,13401,38.0,13.0,1.0,3.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2961700,Total de recién nacidos/as egresados/as,2,13,2024,113190,24200134,13,13401,112.0,7.0,1.0,4.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2961701,RN egresados con LME durante hospitalización y al alta,2,13,2024,113190,24300103,13,13401,99.0,0.0,1.0,4.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2961702,Egresados con lactancia materna exclusiva (código histórico),2,13,2024,113190,24200100,13,13401,99.0,0.0,1.0,7.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
2962636,Total de recién nacidos/as egresados/as,10,13,2024,113190,24200134,13,13401,97.0,6.0,1.0,9.0,Servicio de Salud Metropolitano Sur,Hospital Parroquial de San Bernardo (D),San Bernardo
