,descripcion_prestacion,IdServicio,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,TOTAL,De 0 a 29 días,De 1 mes a 2 meses 29 días,De 3 meses a 5 meses 29 días,De 6 meses a 11 meses 29 días,De 1 a 2 años,Gestantes,Pueblos Originarios,Migrantes,nombre_ss,nombre_establecimiento,nombre_comuna
4489,Consulta de Lactancia por profesional  - Nutricionista ,10,110781,04040426,13,13501,6,6,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla
4490,Consulta de Lactancia por profesional  - Nutricionista ,10,110781,04040426,13,13501,4,,4,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla
4491,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110378,04040420,13,13501,2,2,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
4492,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110378,04040421,13,13501,21,12,9,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
4493,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110378,09600289,13,13501,14,14,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
4494,Consulta de Lactancia por profesional  - Matrona/ón,10,110378,04040424,13,13501,14,14,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
4495,Consulta de Lactancia por profesional  - Nutricionista ,10,110378,04040426,13,13501,23,14,9,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
4496,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110378,04040421,13,13501,22,15,6,,1,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
4497,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110378,09600289,13,13501,18,18,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
4498,Consulta de Lactancia por profesional  - Matrona/ón,10,110378,04040424,13,13501,18,18,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
4499,Consulta de Lactancia por profesional  - Nutricionista ,10,110378,04040426,13,13501,22,15,6,,1,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
4500,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110781,04040421,13,13501,2,2,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla
4501,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110781,09600287,13,13501,1,,1,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla
4502,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110781,09600289,13,13501,2,2,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla
4503,Consulta de Lactancia por profesional  - Nutricionista ,10,110781,04040426,13,13501,5,4,1,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla
4504,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110378,04040421,13,13501,27,22,5,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
4505,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110378,09600289,13,13501,21,21,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
4506,Consulta de Lactancia por profesional  - Matrona/ón,10,110378,04040424,13,13501,22,22,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
4507,Consulta de Lactancia por profesional  - Nutricionista ,10,110378,04040426,13,13501,26,21,5,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
4508,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110781,04040421,13,13501,3,3,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla
4509,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110781,04040421,13,13501,4,4,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla
4510,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110781,09600287,13,13501,4,4,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla
4511,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110781,09600289,13,13501,5,5,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla
4512,Consulta de Lactancia por profesional  - Matrona/ón,10,110781,04040424,13,13501,5,5,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla
4513,Consulta de Lactancia por profesional  - Nutricionista ,10,110781,04040426,13,13501,8,8,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Melipilla
4514,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110378,04040421,13,13501,22,13,8,1,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
4515,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110378,09600289,13,13501,15,15,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
4516,Consulta de Lactancia por profesional  - Matrona/ón,10,110378,04040424,13,13501,15,15,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
4517,Consulta de Lactancia por profesional  - Nutricionista ,10,110378,04040426,13,13501,22,13,8,1,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Edelberto Elgueta,Melipilla
4518,Consulta de Lactancia por profesional  - Nutricionista ,10,110379,04040426,13,13501,24,6,9,9,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4519,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110379,04040421,13,13501,35,8,13,13,,1,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4520,Consulta de Lactancia por profesional  - Matrona/ón,10,110379,04040424,13,13501,33,33,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4521,Consulta de Lactancia por profesional  - Enfermera/o,10,110379,04040425,13,13501,10,,2,3,2,3,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4522,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110379,09600289,13,13501,13,13,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4523,Consulta de Lactancia por profesional  - Médico/a,10,110379,04040423,13,13501,13,1,6,6,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4524,Consulta de Lactancia por profesional  - Matrona/ón,10,110379,04040424,13,13501,15,15,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4525,Consulta de Lactancia por profesional  - Enfermera/o,10,110379,04040425,13,13501,9,,4,4,,1,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4526,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110379,09600287,13,13501,21,,13,8,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4527,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110379,09600287,13,13501,13,1,6,6,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4528,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110379,09600289,13,13501,40,29,4,3,2,2,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4529,Consulta de Lactancia por profesional  - Médico/a,10,110379,04040423,13,13501,19,,11,8,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4530,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110455,09600289,13,13501,10,1,4,5,,,,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pabellón,Melipilla
4531,Consulta de Lactancia por profesional  - Médico/a,10,110455,04040423,13,13501,9,,4,5,,,0,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pabellón,Melipilla
4532,Consulta de Lactancia por profesional  - Matrona/ón,10,110455,04040424,13,13501,1,1,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pabellón,Melipilla
4533,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110379,04040420,13,13501,1,1,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4534,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110379,04040421,13,13501,49,6,23,14,3,3,,0,1,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4535,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110379,09600287,13,13501,19,,11,8,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4536,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,10,110379,09600288,13,13501,3,,,,,,3,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4537,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110379,09600289,13,13501,14,14,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4538,Consulta de Lactancia por profesional  - Médico/a,10,110379,04040423,13,13501,23,,12,11,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4539,Consulta de Lactancia por profesional  - Matrona/ón,10,110379,04040424,13,13501,18,18,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4540,Consulta de Lactancia por profesional  - Enfermera/o,10,110379,04040425,13,13501,12,,1,6,2,3,0,0,1,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4541,Consulta de Lactancia por profesional  - Nutricionista ,10,110379,04040426,13,13501,33,3,21,5,1,,3,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4542,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110455,09600289,13,13501,4,3,,1,,,,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pabellón,Melipilla
4543,Consulta de Lactancia por profesional  - Médico/a,10,110455,04040423,13,13501,1,,,1,,,0,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pabellón,Melipilla
4544,Consulta de Lactancia por profesional  - Matrona/ón,10,110455,04040424,13,13501,3,3,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pabellón,Melipilla
4545,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110379,04040421,13,13501,25,5,11,6,1,2,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4546,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110379,09600289,13,13501,14,14,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4547,Consulta de Lactancia por profesional  - Médico/a,10,110379,04040423,13,13501,15,,10,5,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4548,Consulta de Lactancia por profesional  - Matrona/ón,10,110379,04040424,13,13501,16,16,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4549,Consulta de Lactancia por profesional  - Enfermera/o,10,110379,04040425,13,13501,2,,,,2,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4550,Consulta de Lactancia por profesional  - Nutricionista ,10,110379,04040426,13,13501,27,6,9,7,3,1,1,0,1,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4551,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110379,04040421,13,13501,40,8,14,12,5,1,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4552,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110379,09600287,13,13501,5,,5,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4553,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,10,110379,09600288,13,13501,1,,,,,,1,0,1,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4554,Consulta de Lactancia por profesional  - Médico/a,10,110455,04040423,13,13501,2,,1,1,,,0,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pabellón,Melipilla
4555,Consulta de Lactancia por profesional  - Matrona/ón,10,110455,04040424,13,13501,1,1,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pabellón,Melipilla
4556,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110455,09600289,13,13501,3,1,1,1,,,,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pabellón,Melipilla
4557,Consulta de Lactancia por profesional  - Nutricionista ,10,110455,04040426,13,13501,2,,1,,,,1,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pabellón,Melipilla
4558,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110455,04040421,13,13501,1,,1,,,,,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pabellón,Melipilla
4559,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,10,110455,09600288,13,13501,1,,,,,,1,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pabellón,Melipilla
4560,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110455,09600289,13,13501,2,1,1,,,,,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pabellón,Melipilla
4561,Consulta de Lactancia por profesional  - Médico/a,10,110455,04040423,13,13501,1,,1,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pabellón,Melipilla
4562,Consulta de Lactancia por profesional  - Matrona/ón,10,110455,04040424,13,13501,1,1,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pabellón,Melipilla
4563,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110379,04040420,13,13501,2,1,,,1,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4564,Consulta de Lactancia por profesional  - Nutricionista ,10,110379,04040426,13,13501,26,2,15,6,2,1,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4565,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110379,04040421,13,13501,9,2,4,3,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4566,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110379,09600287,13,13501,12,,8,4,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4567,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110379,09600289,13,13501,24,24,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4568,Consulta de Lactancia por profesional  - Médico/a,10,110379,04040423,13,13501,12,,8,4,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4569,Consulta de Lactancia por profesional  - Matrona/ón,10,110379,04040424,13,13501,26,26,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4570,Consulta de Lactancia por profesional  - Enfermera/o,10,110379,04040425,13,13501,3,,2,1,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4571,Consulta de Lactancia por profesional  - Nutricionista ,10,110379,04040426,13,13501,4,,2,2,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Francisco Boris Soler,Melipilla
4572,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110455,04040421,13,13501,4,3,,,,1,,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pabellón,Melipilla
4573,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110455,09600289,13,13501,9,3,4,1,1,,,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pabellón,Melipilla
4574,Consulta de Lactancia por profesional  - Médico/a,10,110455,04040423,13,13501,4,,3,1,,,0,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pabellón,Melipilla
4575,Consulta de Lactancia por profesional  - Matrona/ón,10,110455,04040424,13,13501,2,2,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pabellón,Melipilla
4576,Consulta de Lactancia por profesional  - Nutricionista ,10,110455,04040426,13,13501,7,4,1,,1,1,0,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pabellón,Melipilla
4577,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110380,04040421,13,13501,2,,2,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar San Manuel,Melipilla
4578,Consulta de Lactancia por profesional  - Nutricionista ,10,110380,04040426,13,13501,13,8,5,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar San Manuel,Melipilla
4579,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110380,09600289,13,13501,5,4,1,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar San Manuel,Melipilla
4580,Consulta de Lactancia por profesional  - Matrona/ón,10,110380,04040424,13,13501,1,1,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar San Manuel,Melipilla
4581,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110380,04040421,13,13501,5,2,3,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar San Manuel,Melipilla
4582,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110380,09600287,13,13501,4,3,1,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar San Manuel,Melipilla
4583,Consulta de Lactancia por profesional  - Nutricionista ,10,110380,04040426,13,13501,7,1,3,1,2,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar San Manuel,Melipilla
4584,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110380,09600287,13,13501,1,,,1,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar San Manuel,Melipilla
4585,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110380,09600289,13,13501,1,1,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar San Manuel,Melipilla
4586,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110778,09600287,13,13501,1,,,1,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Melipilla
4587,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110778,04040420,13,13501,1,1,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Melipilla
4588,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110778,04040421,13,13501,5,4,1,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Melipilla
4589,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,110778,09600287,13,13501,1,1,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Melipilla
4590,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110778,09600289,13,13501,3,3,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Melipilla
4591,Consulta de Lactancia por profesional  - Matrona/ón,10,110778,04040424,13,13501,7,7,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Melipilla
4592,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110778,09600289,13,13501,4,4,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Melipilla
4593,Consulta de Lactancia por profesional  - Nutricionista ,10,110778,04040426,13,13501,3,2,1,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Melipilla
4594,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110445,04040421,13,13501,4,4,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pahuilmo,Melipilla
4595,Consulta de Lactancia por profesional  - Nutricionista ,10,110445,04040426,13,13501,4,4,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pahuilmo,Melipilla
4596,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110445,04040421,13,13501,6,6,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pahuilmo,Melipilla
4597,Consulta de Lactancia por profesional  - Nutricionista ,10,110445,04040426,13,13501,6,6,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pahuilmo,Melipilla
4598,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110778,04040421,13,13501,13,7,6,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Melipilla
4599,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110778,09600289,13,13501,7,7,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Melipilla
4600,Consulta de Lactancia por profesional  - Matrona/ón,10,110778,04040424,13,13501,7,7,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Melipilla
4601,Consulta de Lactancia por profesional  - Enfermera/o,10,110778,04040425,13,13501,5,5,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Melipilla
4602,Consulta de Lactancia por profesional  - Nutricionista ,10,110778,04040426,13,13501,8,2,6,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Melipilla
4603,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110380,04040420,13,13501,6,3,1,,2,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar San Manuel,Melipilla
4604,Consulta de Lactancia por profesional  - Matrona/ón,10,110380,04040424,13,13501,3,3,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar San Manuel,Melipilla
4605,Consulta de Lactancia por profesional  - Nutricionista ,10,110445,04040426,13,13501,2,2,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pahuilmo,Melipilla
4606,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110445,04040420,13,13501,1,1,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pahuilmo,Melipilla
4607,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110445,04040421,13,13501,2,2,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pahuilmo,Melipilla
4608,Consulta de Lactancia por profesional  - Enfermera/o,10,110778,04040425,13,13501,2,2,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Melipilla
4609,Consulta de Lactancia por profesional  - Nutricionista ,10,110778,04040426,13,13501,4,,4,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Melipilla
4610,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110778,04040421,13,13501,6,2,4,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Melipilla
4611,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110778,09600289,13,13501,5,5,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Melipilla
4612,Consulta de Lactancia por profesional  - Matrona/ón,10,110778,04040424,13,13501,5,5,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Melipilla
4613,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110445,04040421,13,13501,8,8,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pahuilmo,Melipilla
4614,Consulta de Lactancia por profesional  - Nutricionista ,10,110445,04040426,13,13501,8,8,,,,,0,0,0,Servicio de Salud Metropolitano Occidente,Posta de Salud Rural Pahuilmo,Melipilla
4615,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,110380,04040420,13,13501,4,4,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar San Manuel,Melipilla
4616,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,110380,04040421,13,13501,3,1,,1,1,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar San Manuel,Melipilla
4617,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,10,110380,09600289,13,13501,1,1,,,,,,0,0,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar San Manuel,Melipilla
