,descripcion_prestacion,IdServicio,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,TOTAL,De 0 a 29 días,De 1 mes a 2 meses 29 días,De 3 meses a 5 meses 29 días,De 6 meses a 11 meses 29 días,De 1 a 2 años,Gestantes,Pueblos Originarios,Migrantes,nombre_ss,nombre_establecimiento,nombre_comuna
545,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,114325,04040421,13,13111,8,5,3,0,0,0,,1,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja
546,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,14,114325,09600288,13,13111,1,,,,,,1,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja
547,Consulta de Lactancia por profesional  - Enfermera/o,14,114325,04040425,13,13111,23,14,5,2,2,0,0,1,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja
548,Consulta de Lactancia - Consulta Lactancia Materna de alerta,14,114325,04040420,13,13111,18,11,4,1,2,0,,1,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja
549,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,114325,04040421,13,13111,12,5,5,2,0,0,,2,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja
550,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,14,114325,09600289,13,13111,1,0,0,0,1,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja
551,Consulta de Lactancia por profesional  - Enfermera/o,14,114325,04040425,13,13111,30,16,9,3,2,0,0,3,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja
552,Consulta de Lactancia - Consulta Lactancia Materna de alerta,14,114325,04040420,13,13111,14,10,3,0,1,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja
553,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,114325,04040421,13,13111,11,3,6,2,0,0,,1,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja
554,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,114325,09600287,13,13111,1,0,1,0,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja
555,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,14,114325,09600289,13,13111,1,1,0,0,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja
556,Consulta de Lactancia por profesional  - Enfermera/o,14,114325,04040425,13,13111,26,13,10,2,1,0,0,1,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja
557,Consulta de Lactancia - Consulta Lactancia Materna de alerta,14,114325,04040420,13,13111,15,9,5,1,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja
558,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,114325,04040421,13,13111,8,5,2,1,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja
559,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,114325,09600287,13,13111,2,2,0,0,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja
560,Consulta de Lactancia por profesional  - Enfermera/o,14,114325,04040425,13,13111,25,16,7,2,0,0,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja
561,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,14,114315,09600289,13,13111,4,3,1,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
562,Consulta de Lactancia por profesional  - Enfermera/o,14,114315,04040425,13,13111,1,1,,,,,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
563,Consulta de Lactancia - Consulta Lactancia Materna de alerta,14,114315,04040420,13,13111,6,3,2,,1,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
564,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,114315,04040421,13,13111,5,2,1,2,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
565,Consulta de Lactancia por profesional  - Nutricionista ,14,114315,04040426,13,13111,14,7,4,2,1,,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
566,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,14,113307,09600289,13,13111,1,1,,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
567,Consulta de Lactancia por profesional  - Nutricionista ,14,113307,04040426,13,13111,13,8,3,1,1,,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
568,Consulta de Lactancia - Consulta Lactancia Materna de alerta,14,113307,04040420,13,13111,1,1,,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
569,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,113307,04040421,13,13111,15,2,7,5,1,,,1,2,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
570,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,113307,09600287,13,13111,8,7,1,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
571,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,14,113307,09600288,13,13111,3,,,,,,3,0,1,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
572,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,14,113307,09600289,13,13111,4,4,,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
573,Consulta de Lactancia por profesional  - Matrona/ón,14,113307,04040424,13,13111,2,,,,,,2,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
574,Consulta de Lactancia por profesional  - Nutricionista ,14,113307,04040426,13,13111,29,14,8,5,1,,1,1,3,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
575,Consulta de Lactancia - Consulta Lactancia Materna de alerta,14,113307,04040420,13,13111,1,1,,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
576,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,113307,04040421,13,13111,7,2,3,1,1,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
577,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,113307,09600287,13,13111,4,4,,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
578,Consulta de Lactancia - Consulta Lactancia Materna de alerta,14,114315,04040420,13,13111,7,3,2,2,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
579,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,114315,04040421,13,13111,1,,1,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
580,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,14,114315,09600289,13,13111,7,4,3,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
581,Consulta de Lactancia por profesional  - Nutricionista ,14,114315,04040426,13,13111,15,7,6,2,,,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
582,Consulta de Lactancia - Consulta Lactancia Materna de alerta,14,113307,04040420,13,13111,2,1,1,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
583,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,113307,04040421,13,13111,11,1,10,,,,,0,1,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
584,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,113307,09600287,13,13111,1,,,1,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
585,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,14,113307,09600289,13,13111,3,1,2,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
586,Consulta de Lactancia por profesional  - Nutricionista ,14,113307,04040426,13,13111,17,3,13,1,,,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
587,Consulta de Lactancia - Consulta Lactancia Materna de alerta,14,113307,04040420,13,13111,7,5,2,,,,,1,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
588,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,113307,04040421,13,13111,16,4,11,1,,,,2,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
589,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,113307,09600287,13,13111,6,5,,1,,,,2,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
590,Consulta de Lactancia por profesional  - Matrona/ón,14,113307,04040424,13,13111,1,1,,,,,0,1,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
591,Consulta de Lactancia por profesional  - Nutricionista ,14,113307,04040426,13,13111,28,13,13,2,,,0,1,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
592,Consulta de Lactancia - Consulta Lactancia Materna de alerta,14,114315,04040420,13,13111,8,4,3,1,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
593,Consulta de Lactancia por profesional  - Enfermera/o,14,114315,04040425,13,13111,1,1,,,,,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
594,Consulta de Lactancia por profesional  - Nutricionista ,14,114315,04040426,13,13111,7,3,3,1,,,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
595,Consulta de Lactancia - Consulta Lactancia Materna de alerta,14,114315,04040420,13,13111,3,,2,,1,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
596,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,114315,04040421,13,13111,1,,1,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
597,Consulta de Lactancia por profesional  - Enfermera/o,14,114315,04040425,13,13111,3,,2,,1,,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
598,Consulta de Lactancia por profesional  - Nutricionista ,14,114315,04040426,13,13111,1,,1,,,,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
599,Consulta de Lactancia - Consulta Lactancia Materna de alerta,14,114315,04040420,13,13111,6,6,,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
600,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,114315,04040421,13,13111,1,,1,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
601,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,14,114315,09600289,13,13111,2,,2,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
602,Consulta de Lactancia por profesional  - Matrona/ón,14,114315,04040424,13,13111,1,,1,,,,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
603,Consulta de Lactancia por profesional  - Enfermera/o,14,114315,04040425,13,13111,2,2,,,,,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
604,Consulta de Lactancia por profesional  - Nutricionista ,14,114315,04040426,13,13111,6,4,2,,,,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja
605,Consulta de Lactancia - Consulta Lactancia Materna de alerta,14,113307,04040420,13,13111,1,1,,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
606,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,113307,04040421,13,13111,19,8,10,,1,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
607,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,113307,09600287,13,13111,6,4,2,,,,,2,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
608,Consulta de Lactancia por profesional  - Nutricionista ,14,113307,04040426,13,13111,26,13,12,,1,,0,2,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja
609,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,114706,09600287,13,13111,2,2,,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Millalemu,La Granja
610,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,14,114706,09600289,13,13111,1,1,,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Millalemu,La Granja
611,Consulta de Lactancia por profesional  - Nutricionista ,14,114706,04040426,13,13111,2,2,,,,0,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Millalemu,La Granja
612,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,114706,09600287,13,13111,4,2,,2,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Millalemu,La Granja
613,Consulta de Lactancia por profesional  - Nutricionista ,14,114706,04040426,13,13111,4,2,,2,,,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Millalemu,La Granja
614,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,114706,09600287,13,13111,3,,3,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Millalemu,La Granja
615,Consulta de Lactancia por profesional  - Nutricionista ,14,114706,04040426,13,13111,3,,3,,,,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Millalemu,La Granja
616,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,114796,04040421,13,13111,1,0,1,0,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar San Gregorio,La Granja
617,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,114796,09600287,13,13111,4,1,2,1,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar San Gregorio,La Granja
618,Consulta de Lactancia por profesional  - Nutricionista ,14,114796,04040426,13,13111,5,1,3,1,,,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar San Gregorio,La Granja
619,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,114796,04040421,13,13111,1,0,1,0,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar San Gregorio,La Granja
620,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,114796,09600287,13,13111,1,1,0,0,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar San Gregorio,La Granja
621,Consulta de Lactancia por profesional  - Nutricionista ,14,114796,04040426,13,13111,2,1,1,0,0,0,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar San Gregorio,La Granja
622,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,114796,04040421,13,13111,3,,3,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar San Gregorio,La Granja
623,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,14,114796,09600289,13,13111,1,1,,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar San Gregorio,La Granja
624,Consulta de Lactancia por profesional  - Nutricionista ,14,114796,04040426,13,13111,3,,3,,,,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar San Gregorio,La Granja
625,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,114306,04040421,13,13111,2,,1,,1,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
626,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,114306,09600287,13,13111,19,7,10,2,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
627,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,14,114306,09600289,13,13111,4,2,,,2,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
628,Consulta de Lactancia por profesional  - Enfermera/o,14,114306,04040425,13,13111,2,2,,,,,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
629,Consulta de Lactancia por profesional  - Nutricionista ,14,114306,04040426,13,13111,19,5,11,2,1,,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
630,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,114306,04040421,13,13111,2,,2,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
631,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,114306,09600287,13,13111,13,8,4,1,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
632,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,14,114306,09600289,13,13111,5,2,3,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
633,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,114306,04040421,13,13111,7,1,4,2,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
634,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,114306,09600287,13,13111,19,5,7,6,1,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
635,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,14,114306,09600289,13,13111,7,2,4,1,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
636,Consulta de Lactancia por profesional  - Nutricionista ,14,114306,04040426,13,13111,26,6,11,8,1,0,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
637,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,114306,04040421,13,13111,1,,1,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
638,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,114306,09600287,13,13111,13,5,7,1,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
639,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,14,114306,09600289,13,13111,2,2,,,,,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
640,Consulta de Lactancia por profesional  - Enfermera/o,14,114306,04040425,13,13111,1,1,,,,,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
641,Consulta de Lactancia por profesional  - Nutricionista ,14,114306,04040426,13,13111,13,4,8,1,0,0,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
642,Consulta de Lactancia por profesional  - Enfermera/o,14,114306,04040425,13,13111,3,1,2,,,,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
643,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,114306,04040421,13,13111,4,0,4,0,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
644,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,114306,09600287,13,13111,25,6,16,3,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
645,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,14,114306,09600289,13,13111,9,3,4,2,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
646,Consulta de Lactancia por profesional  - Enfermera/o,14,114306,04040425,13,13111,1,0,1,0,0,0,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
647,Consulta de Lactancia por profesional  - Nutricionista ,14,114306,04040426,13,13111,28,6,19,3,0,0,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja
648,Consulta de Lactancia - Consulta Lactancia Materna de alerta,14,114319,04040420,13,13112,8,4,4,0,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana
649,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,114319,04040421,13,13112,17,2,12,2,1,0,,2,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana
650,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,114319,09600287,13,13112,14,2,3,5,3,1,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana
651,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,14,114319,09600288,13,13112,10,,,,,,10,2,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana
652,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,14,114319,09600289,13,13112,5,5,0,0,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana
653,Consulta de Lactancia por profesional  - Enfermera/o,14,114319,04040425,13,13112,2,0,0,1,1,0,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana
654,Consulta de Lactancia por profesional  - Nutricionista ,14,114319,04040426,13,13112,37,8,19,6,3,1,0,2,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana
655,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,14,114327,09600289,13,13112,39,6,11,6,8,8,,1,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana
656,Consulta de Lactancia por profesional  - Médico/a,14,114327,04040423,13,13112,5,1,3,1,0,0,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana
657,Consulta de Lactancia por profesional  - Matrona/ón,14,114327,04040424,13,13112,9,5,0,0,0,0,4,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana
658,Consulta de Lactancia por profesional  - Enfermera/o,14,114327,04040425,13,13112,46,8,16,4,10,8,0,1,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana
659,Consulta de Lactancia por profesional  - Nutricionista ,14,114327,04040426,13,13112,2,0,0,2,0,0,0,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana
660,Consulta de Lactancia - Consulta Lactancia Materna de alerta,14,114327,04040420,13,13112,1,0,1,0,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana
661,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,114327,04040421,13,13112,3,2,0,1,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana
662,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,114327,09600287,13,13112,16,6,8,0,2,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana
663,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,14,114327,09600288,13,13112,4,,,,,,4,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana
664,Consulta de Lactancia - Consulta Lactancia Materna de alerta,14,114319,04040420,13,13112,14,8,4,2,0,0,,1,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana
665,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,114319,04040421,13,13112,15,3,5,3,4,0,,1,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana
666,Consulta de Lactancia - Otras consultas de Lactancia Materna,14,114319,09600287,13,13112,15,3,5,3,4,0,,1,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana
667,Consejería de Lactancia - Consejería prenatal en Lactancia Materna,14,114319,09600288,13,13112,4,,,,,,4,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana
668,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,14,114319,09600289,13,13112,4,4,0,0,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana
669,Consulta de Lactancia por profesional  - Enfermera/o,14,114319,04040425,13,13112,3,0,2,1,0,0,0,1,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana
670,Consulta de Lactancia por profesional  - Nutricionista ,14,114319,04040426,13,13112,41,14,12,7,8,0,0,2,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana
671,Consulta de Lactancia - Consulta Lactancia Materna de alerta,14,114327,04040420,13,13112,3,0,2,0,0,1,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana
672,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,14,114327,04040421,13,13112,3,1,2,0,0,0,,0,0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana
